enm_id,column_length,column_width,porosity,darcy_velocity,influent_concentration_enm,influent_pore_volumes,ph,electrolyte_concentration,electrolyte_id,enm_density,enm_isoelectric_point,enm_zeta_potential,collector_zeta_potential,enm_diameter,collector_diameter,collector_coating,concentration_nom,nom_id,hamaker_constant_combined,enm_relative_permittivity,valence,electrolyte_rel_conc,ionic_strength,debye_length,n_dl,n_asp,n_att,n_g,n_Pe,n_Lo,n_por,m_inf,n_z1,n_z2,n_asp_c
C60,0.15,0.025,0.38,3.24e-05,1.34,3.0,7.0,3.07,CaCl2,1450,3.0,-23.9,-55.0,9.5e-08,0.00036,None,0.0,None,4.71e-21,4.4,"[2, -1]","[1, 2]",9.21,7.50455162653e-10,126.589841376,0.000263888888889,1.91170132047,76915.4280547,2268.09491928,0.190700187479,43.072155102,2.09848571783,7.38508829932,0.731047408244,6.0
C60,0.15,0.025,0.37,3.16e-05,2.25,4.56,7.0,3.07,CaCl2,1450,3.0,-23.9,-30.0,9.5e-08,0.00036,None,0.0,None,4.71e-21,4.4,"[2, -1]","[1, 2]",9.21,7.50455162653e-10,126.589841376,0.000263888888889,1.96009882226,78862.6540814,2212.0925756,0.190700187479,45.9547236374,3.10575886238,3.02124062745,0.974707893503,6.0
C60,0.15,0.025,0.37,3.16e-05,1.34,3.0,7.0,3.07,CaCl2,1450,3.0,-23.9,-30.0,9.5e-08,0.00036,None,0.0,None,4.71e-21,4.4,"[2, -1]","[1, 2]",9.21,7.50455162653e-10,126.589841376,0.000263888888889,1.96009882226,78862.6540814,2212.0925756,0.190700187479,45.9547236374,2.04326240946,3.02124062745,0.974707893503,6.0
nHAP,0.2,0.026,0.4,0.000167,200.0,3.75,5.7,0.0,NaCl,3200,5.0,-53.0,-79.6,1e-07,0.0006,None,0.0,None,1e-20,15.4,"[1, -1]","[1, 1]",1.99776825114e-06,3.01450517259e-06,0.0331729402587,0.000166666666667,0.710681291073,80416.9442658,20509.6302534,0.40488362522,37.9790961239,4.14124743596,19.7687109225,0.92263011254,7.69230769231
nHAP,0.2,0.026,0.4,0.000167,200.0,3.75,5.8,1.0,NaCl,3200,5.0,-35.2,-71.0,1.02e-07,0.0006,None,0.0,None,1e-20,15.4,"[1, -1]","[1, 1]",1.0,4.26077486268e-09,23.9393075878,0.00017,0.683084670389,83665.7888142,20919.8228585,0.40488362522,37.9790961239,4.14124743596,13.8468065347,0.795918497334,7.69230769231
nHAP,0.2,0.026,0.4,0.000167,200.0,3.75,5.9,10.0,NaCl,3200,5.0,-31.4,-50.2,1.08e-07,0.0006,None,0.0,None,1e-20,15.4,"[1, -1]","[1, 1]",10.0,1.34737531632e-09,80.1558397957,0.00018,0.609294659699,93798.3237917,22150.4006737,0.40488362522,37.9790961239,4.14124743596,8.18507587992,0.899189960068,7.69230769231
nHAP,0.2,0.026,0.4,0.000167,200.0,3.75,5.8,50.0,NaCl,3200,5.0,-25.8,-30.58,1.19e-07,0.0006,None,0.0,None,1e-20,15.4,"[1, -1]","[1, 1]",50.0,6.02564559701e-10,197.489211876,0.000198333333333,0.501858125184,113878.434775,24406.4600016,0.40488362522,37.9790961239,4.14124743596,4.11779457383,0.98572667613,7.69230769231
nHAP,0.2,0.026,0.4,0.000167,200.0,3.75,5.8,100.0,NaCl,3200,5.0,-20.0,-24.7,1.33e-07,0.0006,None,0.0,None,1e-20,15.4,"[1, -1]","[1, 1]",100.0,4.26077486268e-10,312.149795018,0.000221666666667,0.40176453789,142249.532712,27277.808237,0.40488362522,37.9790961239,4.14124743596,2.90401433074,0.978130661624,7.69230769231
nHAP,0.2,0.026,0.4,0.000167,200.0,3.75,5.9,0.1,CaCl2,3200,5.0,-34.9,-47.0,1.03e-07,0.0006,None,0.0,None,1e-20,15.4,"[2, -1]","[1, 2]",0.3,7.77907501579e-09,13.2406487649,0.000171666666667,0.669885277663,85314.3361716,21124.919161,0.40488362522,37.9790961239,4.14124743596,7.63026531184,0.957277626853,7.69230769231
nHAP,0.2,0.026,0.4,0.000167,200.0,3.75,5.8,0.3,CaCl2,3200,5.0,-31.5,-36.2,1.09e-07,0.0006,None,0.0,None,1e-20,15.4,"[2, -1]","[1, 2]",0.9,4.49125105441e-09,24.2694070493,0.000181666666667,0.598166224285,95543.3714822,22355.4969762,0.40488362522,37.9790961239,4.14124743596,5.42561552998,0.990406871963,7.69230769231
nHAP,0.2,0.026,0.4,0.000167,200.0,3.75,5.7,0.5,CaCl2,3200,5.0,-28.4,-31.7,1.14e-07,0.0006,None,0.0,None,1e-20,15.4,"[2, -1]","[1, 2]",1.5,3.47890810748e-09,32.7689023332,0.00019,0.546846176572,104509.860768,23380.9784889,0.40488362522,37.9790961239,4.14124743596,4.46393893565,0.993988241464,7.69230769231
nHAP,0.2,0.026,0.4,0.000167,200.0,3.75,5.7,1.0,CaCl2,3200,5.0,-22.1,-26.0,1.35e-07,0.0006,None,0.0,None,1e-20,15.4,"[2, -1]","[1, 2]",3.0,2.45995951392e-09,54.8789519649,0.000225,0.389948582207,146559.880924,27688.0008421,0.40488362522,37.9790961239,4.14124743596,3.39802631394,0.986937590711,7.69230769231
nHAP,0.2,0.026,0.39,7.5e-05,10.0,4.0,7.2,0.1,NaCl,3160,5.0,-58.7,-63.2,2.5e-07,0.0006,None,10.0,HA,2.94e-21,15.4,"[1, -1]","[1, 1]",0.1,1.34737531632e-08,18.5545925453,0.000416666666667,0.0744384640621,1098815.15147,23027.2794761,0.119035785815,40.4214627979,4.3068973334,40.206465894,0.997278200198,7.69230769231
nHAP,0.2,0.026,0.39,7.5e-05,10.0,4.0,7.2,1.0,NaCl,3160,5.0,-48.5,-60.3,2.92e-07,0.0006,None,10.0,HA,2.94e-21,15.4,"[1, -1]","[1, 1]",1.0,4.26077486268e-09,68.5321354475,0.000486666666667,0.0545646932337,1499030.0012,26895.8624281,0.119035785815,40.4214627979,4.3068973334,37.7986548194,0.976748147233,7.69230769231
nHAP,0.2,0.026,0.39,7.5e-05,10.0,4.0,7.2,10.0,NaCl,3160,5.0,-38.5,-37.1,4.18e-07,0.0006,None,10.0,HA,2.94e-21,15.4,"[1, -1]","[1, 1]",10.0,1.34737531632e-09,310.232787357,0.000696666666667,0.0266271605726,3071830.05641,38501.6112841,0.119035785815,40.4214627979,4.3068973334,25.8300846386,0.999314364073,7.69230769231
nHAP,0.2,0.026,0.39,7.5e-05,10.0,4.0,7.2,50.0,NaCl,3160,5.0,-27.7,-21.4,6.38e-07,0.0006,None,10.0,HA,2.94e-21,15.4,"[1, -1]","[1, 1]",50.0,6.02564559701e-10,1058.80770737,0.00106333333333,0.0114297324218,7156257.83226,58765.6172231,0.119035785815,40.4214627979,4.3068973334,16.8978882063,0.967606610896,7.69230769231
nBiochar,0.2,0.026,0.39,8e-05,200.0,3.0,6.8,0.1,NaHCO3,1760,2.75,-36.6,-68.1,1.26e-07,0.00055,None,0.0,None,6.19e-20,2.9,"[1, -1]","[1, 1]",0.1,5.84692099281e-09,21.5498037608,0.000229090909091,5.7843015481,92301.2025878,11347.8433258,2.50622964011,40.4214627979,3.23017300005,16.2799548384,0.833993344676,7.69230769231
nBiochar,0.2,0.026,0.39,8e-05,200.0,3.0,6.7,0.1,NaHCO3,1760,2.75,-32.9,-66.4,1.06e-07,0.00055,None,0.0,None,6.19e-20,2.9,"[1, -1]","[1, 1]",0.1,5.84692099281e-09,18.1291999892,0.000192727272727,8.1729771607,65324.7866136,9546.59835348,2.50622964011,40.4214627979,3.23017300005,12.5826934099,0.795633876428,7.69230769231
nBiochar,0.2,0.026,0.39,8e-05,200.0,3.0,6.7,0.1,NaHCO3,1760,2.75,-34.0,-66.4,1.05e-07,0.00055,None,0.0,None,6.19e-20,2.9,"[1, -1]","[1, 1]",0.1,5.84692099281e-09,17.9581698007,0.000190909090909,8.32939422926,64098.0573527,9456.53610486,2.50622964011,40.4214627979,3.23017300005,12.6310190103,0.811362525517,7.69230769231
nBiochar,0.2,0.026,0.39,8e-05,200.0,3.0,6.8,0.1,NaHCO3,1760,2.75,-28.9,-68.1,9.8e-08,0.00055,None,0.0,None,6.19e-20,2.9,"[1, -1]","[1, 1]",0.1,5.84692099281e-09,16.7609584806,0.000178181818182,9.56180459992,55836.5299605,8826.10036454,2.50622964011,40.4214627979,3.23017300005,11.5937593854,0.719223361996,7.69230769231
nBiochar,0.2,0.026,0.4,1.53e-05,300.0,3.0,6.9,0.1,NaCl,1760,2.75,-36.6,-68.8,1.26e-07,0.0006,None,0.0,None,5.94e-21,2.9,"[1, -1]","[1, 1]",0.1,5.84692099281e-09,21.5498037608,0.00021,2.90231988729,482620.667126,2367.57276662,0.240500873381,37.9790961239,3.31299794877,16.5409659979,0.829270541742,7.69230769231
nBiochar,0.2,0.026,0.4,1.53e-05,300.0,3.0,6.9,0.1,NaCl,1760,2.75,-43.4,-69.6,1.26e-07,0.0006,None,1.0,HA,2.94e-21,2.9,"[1, -1]","[1, 1]",0.1,5.84692099281e-09,21.5498037608,0.00021,1.4365017624,482620.667126,2367.57276662,0.119035785815,37.9790961239,3.31299794877,18.3242199511,0.897968405344,7.69230769231
nBiochar,0.2,0.026,0.41,1.57e-05,300.0,3.0,6.9,0.1,NaCl,1760,2.75,-45.9,-69.4,1.26e-07,0.0006,None,5.0,HA,2.94e-21,2.9,"[1, -1]","[1, 1]",0.1,5.84692099281e-09,21.5498037608,0.00021,1.39990299138,470324.599174,2429.47009385,0.119035785815,35.7243876835,3.39582289749,18.8565650531,0.920231627997,7.69230769231
nBiochar,0.2,0.026,0.42,1.61e-05,300.0,3.0,6.9,0.1,NaCl,1760,2.75,-46.8,-69.2,1.26e-07,0.0006,None,10.0,HA,2.94e-21,2.9,"[1, -1]","[1, 1]",0.1,5.84692099281e-09,21.5498037608,0.00021,1.36512279284,458639.515964,2491.36742108,0.119035785815,33.6391419474,3.47864784621,19.0083017921,0.928103076711,7.69230769231
nBiochar,0.2,0.026,0.4,1.53e-05,300.0,3.0,6.9,0.1,NaCl,1760,2.75,-36.6,-48.2,1.26e-07,0.0006,IronOxide,0.0,None,1.07e-20,2.9,"[1, -1]","[1, 1]",0.1,5.84692099281e-09,21.5498037608,0.00021,5.22808464546,482620.667126,2367.57276662,0.433225478985,37.9790961239,3.31299794877,9.97632969817,0.963263077427,7.69230769231
nBiochar,0.2,0.026,0.4,1.53e-05,300.0,3.0,6.9,0.1,NaCl,1760,2.75,-36.6,-37.7,1.26e-07,0.0006,IronOxide,0.0,None,1.07e-20,2.9,"[1, -1]","[1, 1]",0.1,5.84692099281e-09,21.5498037608,0.00021,5.22808464546,482620.667126,2367.57276662,0.433225478985,37.9790961239,3.31299794877,7.51969800349,0.999561729178,7.69230769231
nBiochar,0.2,0.026,0.38,1.52e-05,300.0,3.0,6.9,0.1,NaCl,1760,2.75,-36.6,-25.4,1.26e-07,0.0006,IronOxide,0.0,None,1.07e-20,2.9,"[1, -1]","[1, 1]",0.1,5.84692099281e-09,21.5498037608,0.00021,5.26247993918,485795.803094,2352.09843481,0.433225478985,43.072155102,3.14734805133,5.40576091475,0.936797130074,7.69230769231
nBiochar,0.2,0.026,0.42,1.61e-05,300.0,3.0,6.9,0.1,NaCl,1760,2.75,-43.4,-39.2,1.26e-07,0.0006,IronOxide,1.0,HA,5.29e-21,2.9,"[1, -1]","[1, 1]",0.1,5.84692099281e-09,21.5498037608,0.00021,2.45629237214,458639.515964,2491.36742108,0.214183437741,33.6391419474,3.47864784621,9.31556263888,0.994842406877,7.69230769231
nBiochar,0.2,0.026,0.42,1.54e-05,300.0,3.0,6.9,0.1,NaCl,1760,2.75,-45.9,-43.9,1.26e-07,0.0006,IronOxide,5.0,HA,5.29e-21,2.9,"[1, -1]","[1, 1]",0.1,5.84692099281e-09,21.5498037608,0.00021,2.56794202542,479486.76669,2383.04709843,0.214183437741,33.6391419474,3.47864784621,10.9874176938,0.999008433275,7.69230769231
nBiochar,0.2,0.026,0.42,1.54e-05,300.0,3.0,6.9,0.1,NaCl,1760,2.75,-46.8,-45.1,1.26e-07,0.0006,IronOxide,10.0,HA,5.29e-21,2.9,"[1, -1]","[1, 1]",0.1,5.84692099281e-09,21.5498037608,0.00021,2.56794202542,479486.76669,2383.04709843,0.214183437741,33.6391419474,3.47864784621,11.5055451369,0.999315854885,7.69230769231
nBiochar,0.2,0.026,0.39,1.5e-05,300.0,3.0,6.9,0.1,NaCl,1760,2.75,-32.9,-68.8,1.06e-07,0.0006,None,0.0,None,5.94e-21,2.9,"[1, -1]","[1, 1]",0.1,5.84692099281e-09,18.1291999892,0.000176666666667,4.18287425607,348398.861939,1952.71329958,0.240500873381,40.4214627979,3.23017300005,13.3261931846,0.778396966909,7.69230769231
nBiochar,0.2,0.026,0.38,1.46e-05,300.0,3.0,6.9,0.1,NaCl,1760,2.75,-37.9,-69.6,1.06e-07,0.0006,None,1.0,HA,2.94e-21,2.9,"[1, -1]","[1, 1]",0.1,5.84692099281e-09,18.1291999892,0.000176666666667,2.12703236351,357944.036239,1900.64094492,0.119035785815,43.072155102,3.14734805133,14.3910329753,0.840000191065,7.69230769231
nBiochar,0.2,0.026,0.4,1.53e-05,300.0,3.0,6.9,0.1,NaCl,1760,2.75,-38.7,-69.4,1.06e-07,0.0006,None,5.0,HA,2.94e-21,2.9,"[1, -1]","[1, 1]",0.1,5.84692099281e-09,18.1291999892,0.000176666666667,2.02971715733,341567.511705,1991.76756557,0.119035785815,37.9790961239,3.31299794877,14.467747634,0.85073130558,7.69230769231
nBiochar,0.2,0.026,0.39,1.5e-05,300.0,3.0,7.0,0.1,NaCl,1760,2.75,-39.3,-69.2,1.06e-07,0.0006,None,10.0,HA,2.94e-21,2.9,"[1, -1]","[1, 1]",0.1,5.84692099281e-09,18.1291999892,0.000176666666667,2.07031150048,348398.861939,1952.71329958,0.119035785815,40.4214627979,3.23017300005,14.5114667406,0.858835994208,7.69230769231
nBiochar,0.2,0.026,0.4,1.6e-05,300.0,3.0,6.9,0.1,NaCl,1760,2.75,-32.9,-25.4,1.06e-07,0.0006,IronOxide,0.0,None,1.07e-20,2.9,"[1, -1]","[1, 1]",0.1,5.84692099281e-09,18.1291999892,0.000176666666667,7.06388171401,326623.933068,2082.89418621,0.433225478985,37.9790961239,3.31299794877,3.95848097181,0.967439814306,7.69230769231
nBiochar,0.2,0.026,0.41,1.64e-05,300.0,3.0,6.9,0.1,NaCl,1760,2.75,-32.9,-37.7,1.06e-07,0.0006,IronOxide,0.0,None,1.07e-20,2.9,"[1, -1]","[1, 1]",0.1,5.84692099281e-09,18.1291999892,0.000176666666667,6.89159191611,318657.495676,2134.96654087,0.433225478985,35.7243876835,3.39582289749,5.73687249091,0.990797619523,7.69230769231
nBiochar,0.2,0.026,0.4,1.6e-05,300.0,3.0,6.9,0.1,NaCl,1760,2.75,-32.9,-48.2,1.06e-07,0.0006,IronOxide,0.0,None,1.07e-20,2.9,"[1, -1]","[1, 1]",0.1,5.84692099281e-09,18.1291999892,0.000176666666667,7.06388171401,326623.933068,2082.89418621,0.433225478985,37.9790961239,3.31299794877,7.80356264675,0.931264222689,7.69230769231
nBiochar,0.2,0.026,0.4,1.53e-05,300.0,3.0,6.9,0.1,NaCl,1760,2.75,-37.9,-39.2,1.06e-07,0.0006,IronOxide,1.0,HA,5.29e-21,2.9,"[1, -1]","[1, 1]",0.1,5.84692099281e-09,18.1291999892,0.000176666666667,3.65211012323,341567.511705,1991.76756557,0.214183437741,37.9790961239,3.31299794877,6.81232126816,0.999431560182,7.69230769231
nBiochar,0.2,0.026,0.41,1.57e-05,300.0,3.0,6.9,0.1,NaCl,1760,2.75,-38.7,-43.9,1.06e-07,0.0006,IronOxide,5.0,HA,5.29e-21,2.9,"[1, -1]","[1, 1]",0.1,5.84692099281e-09,18.1291999892,0.000176666666667,3.55906273155,332865.154719,2043.83992022,0.214183437741,35.7243876835,3.39582289749,7.84767128415,0.992104878975,7.69230769231
nBiochar,0.2,0.026,0.41,1.57e-05,300.0,3.0,6.9,0.1,NaCl,1760,2.75,-39.3,-45.1,1.06e-07,0.0006,IronOxide,10.0,HA,5.29e-21,2.9,"[1, -1]","[1, 1]",0.1,5.84692099281e-09,18.1291999892,0.000176666666667,3.55906273155,332865.154719,2043.83992022,0.214183437741,35.7243876835,3.39582289749,8.19962384021,0.990599413162,7.69230769231
ZnO,0.12,0.01,0.35,1e-05,12.5,3.0,8.0,5.0,NaCl,5610,9.5,1.45,-33.2,5e-08,0.000235,None,0.0,None,1e-20,2.0,"[1, -1]","[1, 1]",5.0,6.86686045777e-10,72.8134790382,0.000212765957447,47.4735102437,703036.603607,240.507141195,0.40488362522,52.5271674817,0.0989601685881,1.19360555977,-0.087183097635,12.0
ZnO,0.12,0.01,0.4,1e-05,12.5,3.0,8.0,5.0,NaCl,5610,9.5,1.45,-35.17,5e-08,0.0005,None,0.0,None,1.7e-20,2.0,"[1, -1]","[1, 1]",5.0,6.86686045777e-10,72.8134790382,0.0001,80.7049674142,703036.603607,511.717321692,0.688302162874,37.9790961239,0.113097335529,1.33918124836,-0.0823167193342,12.0
ZnO,0.12,0.01,0.35,1e-05,12.5,3.0,8.0,5.0,NaCl,5610,9.5,1.45,-53.94,5e-08,0.000235,None,0.0,None,6.95e-21,2.0,"[1, -1]","[1, 1]",5.0,6.86686045777e-10,72.8134790382,0.000212765957447,32.9940896193,703036.603607,240.507141195,0.281394119528,52.5271674817,0.0989601685881,3.14697034745,-0.0537246180064,12.0
ZnO,0.12,0.01,0.35,1e-05,12.5,3.0,8.0,5.0,NaCl,5610,9.5,21.0,-33.2,7.2e-08,0.000235,None,0.0,None,1e-20,2.0,"[1, -1]","[1, 1]",5.0,6.86686045777e-10,104.851409815,0.000306382978723,22.8942468382,1457816.70124,346.330283321,0.40488362522,52.5271674817,0.0989601685881,2.40188942782,-0.903553562634,12.0
ZnO,0.12,0.01,0.4,1e-05,12.5,3.0,8.0,5.0,NaCl,5610,9.5,21.0,-35.17,7.2e-08,0.0005,None,0.0,None,1.7e-20,2.0,"[1, -1]","[1, 1]",5.0,6.86686045777e-10,104.851409815,0.000144,38.9202196249,1457816.70124,736.872943236,0.688302162874,37.9790961239,0.113097335529,2.6115184194,-0.880335275231,12.0
ZnO,0.12,0.01,0.35,1e-05,12.5,3.0,8.0,5.0,NaCl,5610,9.5,21.0,-53.94,7.2e-08,0.000235,None,0.0,None,6.95e-21,2.0,"[1, -1]","[1, 1]",5.0,6.86686045777e-10,104.851409815,0.000306382978723,15.9115015525,1457816.70124,346.330283321,0.281394119528,52.5271674817,0.0989601685881,5.21473472209,-0.676157004237,12.0
ZnO,0.2,0.04,0.42,9.25928e-05,5.0,3.0,8.0,0.1,NaCl,5610,9.5,-38.6,-76.9,3.171e-07,0.00051,None,0.0,None,6.96e-21,2.0,"[1, -1]","[1, 1]",0.1,4.85560359515e-09,65.3059900352,0.000621764705882,0.0887219119014,3053888.63112,30650.2305013,0.281799003153,33.6391419474,12.6669015793,50.7486474136,0.801867207307,5.0
ZnO,0.2,0.04,0.42,9.25928e-05,5.0,3.0,8.0,0.5,NaCl,5610,9.5,-36.7,-75.2,3.256e-07,0.00051,None,0.0,None,6.96e-21,2.0,"[1, -1]","[1, 1]",0.5,2.17149194211e-09,149.942992505,0.000638431372549,0.0841500897747,3219804.50422,31471.8229304,0.281799003153,33.6391419474,12.6669015793,49.2820997673,0.788308366408,5.0
ZnO,0.2,0.04,0.42,9.25928e-05,5.0,3.0,8.0,1.0,NaCl,5610,9.5,-35.2,-72.3,3.871e-07,0.00051,None,0.0,None,6.96e-21,2.0,"[1, -1]","[1, 1]",1.0,1.53547667756e-09,252.10412223,0.000759019607843,0.0595356409373,4551002.2874,37416.2857996,0.281799003153,33.6391419474,12.6669015793,54.1088219236,0.787142011002,5.0
ZnO,0.2,0.04,0.42,9.25928e-05,5.0,3.0,8.0,5.0,NaCl,5610,9.5,-22.3,-67.6,4.832e-07,0.00051,None,0.0,None,6.96e-21,2.0,"[1, -1]","[1, 1]",5.0,6.86686045777e-10,703.669461425,0.000947450980392,0.0382093390122,7091115.55163,46705.1131448,0.281799003153,33.6391419474,12.6669015793,52.9260104315,0.595012877315,5.0
ZnO,0.2,0.04,0.42,9.25928e-05,5.0,3.0,8.0,0.5,CaCl2,5610,9.5,-25.0,-54.8,3.483e-07,0.00051,None,0.0,None,6.96e-21,2.0,"[2, -1]","[1, 2]",1.5,1.25371145732e-09,277.815120829,0.000682941176471,0.0735387810932,3684407.52021,33665.9580057,0.281799003153,33.6391419474,12.6669015793,27.3157156853,0.755228718537,5.0
ZnO,0.2,0.04,0.42,9.25928e-05,5.0,3.0,8.0,0.1,CaCl2,5610,9.5,-17.9,-50.2,4.242e-07,0.00051,None,0.0,None,6.96e-21,2.0,"[2, -1]","[1, 2]",0.3,2.80338404274e-09,151.317120142,0.000831764705882,0.0495772059912,5465149.4103,41002.2951077,0.281799003153,33.6391419474,12.6669015793,26.0462290671,0.632702564734,5.0
ZnO,0.2,0.04,0.42,9.25928e-05,5.0,3.0,8.0,0.3,CaCl2,5610,9.5,-13.9,-47.0,4.367e-07,0.00051,None,0.0,None,6.96e-21,2.0,"[2, -1]","[1, 2]",0.9,1.61853453172e-09,269.81197586,0.000856274509804,0.0467796525941,5791980.55271,42210.5192681,0.281799003153,33.6391419474,12.6669015793,22.6767705158,0.543915810858,5.0
ZnO,0.2,0.04,0.42,9.25928e-05,5.0,3.0,8.0,0.5,CaCl2,5610,9.5,-10.9,-40.7,4.572e-07,0.00051,None,0.0,None,6.96e-21,2.0,"[2, -1]","[1, 2]",1.5,1.25371145732e-09,364.677212871,0.000896470588235,0.0426786754664,6348529.68436,44192.0068912,0.281799003153,33.6391419474,12.6669015793,17.5454704471,0.499780318819,5.0
ZnO,0.2,0.04,0.42,4.62964e-05,5.0,3.0,8.0,0.1,NaCl,5610,9.5,-38.6,-76.9,3.171e-07,0.00051,None,0.0,None,6.96e-21,2.0,"[1, -1]","[1, 1]",0.1,4.85560359515e-09,65.3059900352,0.000621764705882,0.177443823803,6107777.26224,15325.1152506,0.281799003153,33.6391419474,12.6669015793,50.7486474136,0.801867207307,5.0
ZnO,0.2,0.04,0.42,4.62964e-05,5.0,3.0,8.0,0.5,NaCl,5610,9.5,-36.7,-75.2,3.256e-07,0.00051,None,0.0,None,6.96e-21,2.0,"[1, -1]","[1, 1]",0.5,2.17149194211e-09,149.942992505,0.000638431372549,0.168300179549,6439609.00844,15735.9114652,0.281799003153,33.6391419474,12.6669015793,49.2820997673,0.788308366408,5.0
ZnO,0.2,0.04,0.42,4.62964e-05,5.0,3.0,8.0,1.0,NaCl,5610,9.5,-35.2,-72.3,3.871e-07,0.00051,None,0.0,None,6.96e-21,2.0,"[1, -1]","[1, 1]",1.0,1.53547667756e-09,252.10412223,0.000759019607843,0.119071281875,9102004.5748,18708.1428998,0.281799003153,33.6391419474,12.6669015793,54.1088219236,0.787142011002,5.0
ZnO,0.2,0.04,0.42,4.62964e-05,5.0,3.0,8.0,5.0,NaCl,5610,9.5,-22.3,-67.6,4.832e-07,0.00051,None,0.0,None,6.96e-21,2.0,"[1, -1]","[1, 1]",5.0,6.86686045777e-10,703.669461425,0.000947450980392,0.0764186780245,14182231.1033,23352.5565724,0.281799003153,33.6391419474,12.6669015793,52.9260104315,0.595012877315,5.0
ZnO,0.2,0.04,0.42,4.62964e-05,5.0,3.0,8.0,0.5,CaCl2,5610,9.5,-25.0,-54.8,3.483e-07,0.00051,None,0.0,None,6.96e-21,2.0,"[2, -1]","[1, 2]",1.5,1.25371145732e-09,277.815120829,0.000682941176471,0.147077562186,7368815.04043,16832.9790028,0.281799003153,33.6391419474,12.6669015793,27.3157156853,0.755228718537,5.0
ZnO,0.2,0.04,0.42,4.62964e-05,5.0,3.0,8.0,0.1,CaCl2,5610,9.5,-17.9,-50.2,4.242e-07,0.00051,None,0.0,None,6.96e-21,2.0,"[2, -1]","[1, 2]",0.3,2.80338404274e-09,151.317120142,0.000831764705882,0.0991544119824,10930298.8206,20501.1475538,0.281799003153,33.6391419474,12.6669015793,26.0462290671,0.632702564734,5.0
ZnO,0.2,0.04,0.42,4.62964e-05,5.0,3.0,8.0,0.3,CaCl2,5610,9.5,-13.9,-47.0,4.367e-07,0.00051,None,0.0,None,6.96e-21,2.0,"[2, -1]","[1, 2]",0.9,1.61853453172e-09,269.81197586,0.000856274509804,0.0935593051882,11583961.1054,21105.2596341,0.281799003153,33.6391419474,12.6669015793,22.6767705158,0.543915810858,5.0
ZnO,0.2,0.04,0.42,4.62964e-05,5.0,3.0,8.0,0.5,CaCl2,5610,9.5,-10.9,-40.7,4.572e-07,0.00051,None,0.0,None,6.96e-21,2.0,"[2, -1]","[1, 2]",1.5,1.25371145732e-09,364.677212871,0.000896470588235,0.0853573509327,12697059.3687,22096.0034456,0.281799003153,33.6391419474,12.6669015793,17.5454704471,0.499780318819,5.0
nHAP,0.2,0.026,0.385,7.5e-05,100.0,4.0,7.2,0.1,NaCl,3160,8.4,-61.0,-26.0,3.43e-07,0.0006,None,0.0,None,5.54e-21,15.4,"[1, -1]","[1, 1]",0.1,1.34737531632e-08,25.4569009722,0.000571666666667,0.0745163570593,2068392.06009,31593.4274413,0.224305528372,41.7193692464,4.25168070092,32.6015034409,0.721400955197,7.69230769231
nHAP,0.2,0.026,0.385,7.5e-05,100.0,4.0,7.2,0.1,NaCl,3160,8.4,-62.1,-50.4,3.06e-07,0.0006,None,1.0,HA,2.94e-21,15.4,"[1, -1]","[1, 1]",0.1,1.34737531632e-08,22.7108212755,0.00051,0.0496860609582,1646218.48837,28185.3900788,0.119035785815,41.7193692464,4.25168070092,42.3112276079,0.978599468152,7.69230769231
nHAP,0.2,0.026,0.385,7.5e-05,100.0,4.0,7.2,0.1,NaCl,3160,8.4,-62.8,-56.0,3.01e-07,0.0006,None,5.0,HA,2.94e-21,15.4,"[1, -1]","[1, 1]",0.1,1.34737531632e-08,22.3397294245,0.000501666666667,0.0513504707882,1592860.02462,27724.8444893,0.119035785815,41.7193692464,4.25168070092,46.0656264206,0.993468778955,7.69230769231
nHAP,0.2,0.026,0.385,7.5e-05,100.0,4.0,7.2,0.1,NaCl,3160,8.4,-63.2,-58.7,2.75e-07,0.0006,None,10.0,HA,2.94e-21,15.4,"[1, -1]","[1, 1]",0.1,1.34737531632e-08,20.4100517998,0.000458333333333,0.0615193917868,1329566.33328,25330.0074237,0.119035785815,41.7193692464,4.25168070092,44.2271124834,0.997278200198,7.69230769231
nHAP,0.2,0.026,0.385,7.5e-05,100.0,4.0,7.2,0.1,NaCl,3160,8.4,-58.2,-58.7,2.75e-07,0.0006,FeOOH,10.0,HA,3.6e-20,15.4,"[1, -1]","[1, 1]",0.1,1.34737531632e-08,20.4100517998,0.000458333333333,0.753298674941,1329566.33328,25330.0074237,1.45758105079,41.7193692464,4.25168070092,40.6187643837,0.999963412475,7.69230769231
nHAP,0.2,0.026,0.385,7.5e-05,100.0,4.0,7.2,0.1,NaCl,3160,8.4,-51.1,-58.7,2.75e-07,0.0006,FeOOH,10.0,HA,3.6e-20,15.4,"[1, -1]","[1, 1]",0.1,1.34737531632e-08,20.4100517998,0.000458333333333,0.753298674941,1329566.33328,25330.0074237,1.45758105079,41.7193692464,4.25168070092,36.0056072571,0.990463768594,7.69230769231
nHAP,0.2,0.026,0.385,7.5e-05,100.0,4.0,7.2,0.1,NaCl,3160,8.4,-42.0,-58.7,2.75e-07,0.0006,FeOOH,10.0,HA,3.6e-20,15.4,"[1, -1]","[1, 1]",0.1,1.34737531632e-08,20.4100517998,0.000458333333333,0.753298674941,1329566.33328,25330.0074237,1.45758105079,41.7193692464,4.25168070092,30.9693163287,0.946467064259,7.69230769231
