enm_id,column_length,column_width,porosity,darcy_velocity,influent_concentration_enm,influent_pore_volumes,ph,electrolyte_concentration,electrolyte_id,enm_density,enm_isoelectric_point,enm_zeta_potential,collector_zeta_potential,enm_diameter,collector_diameter,collector_coating,concentration_nom,nom_id,hamaker_constant_combined,enm_relative_permittivity,valence,electrolyte_rel_conc,ionic_strength,debye_length,n_dl,n_asp,n_att,n_g,n_Pe,n_Lo,n_por,m_inf,n_z1,n_z2,n_asp_c
ZnO,0.2,0.04,0.42,9.26e-05,5.0,3.0,8.0,10.0,NaCl,5610,9.4,-22.3,-67.6,4.83e-07,0.00051,None,0.0,None,6.956e-21,2.0,"[1, -1]","[1, 1]",10.0,4.85560359515e-10,994.727000537,0.000947058823529,0.0382160396562,7084695.733,46689.4118365,0.281637049703,33.6391419474,12.6669015793,52.9041039703,0.595012877315,5.0
ZnO,0.2,0.04,0.42,9.26e-05,5.0,3.0,8.0,20.0,NaCl,5610,9.4,-16.2,-61.4,5.83e-07,0.00051,None,0.0,None,6.956e-21,2.0,"[1, -1]","[1, 1]",20.0,3.43343022889e-10,1698.01033117,0.0011431372549,0.0262302742229,10322004.6723,56355.9567302,0.281637049703,33.6391419474,12.6669015793,50.8181912681,0.493343914294,5.0
ZnO,0.2,0.04,0.42,9.26e-05,5.0,3.0,8.0,5.0,NaCl,5610,9.4,-13.3,-60.3,6.03e-07,0.00051,None,0.0,None,6.956e-21,2.0,"[1, -1]","[1, 1]",5.0,6.86686045777e-10,878.1305572,0.00118235294118,0.0245191446728,11042351.4644,58289.2657089,0.281637049703,33.6391419474,12.6669015793,49.7014297423,0.420663103399,5.0
ZnO,0.2,0.04,0.42,9.26e-05,5.0,3.0,8.0,0.1,CaCl2,5610,9.4,-17.9,-50.2,4.24e-07,0.00051,None,0.0,None,6.96e-21,2.0,"[2, -1]","[1, 2]",0.3,2.80338404274e-09,151.245777794,0.00083137254902,0.0496201295185,5459572.71923,40986.1503492,0.281799003153,33.6391419474,12.6669015793,26.0339489025,0.632702564734,5.0
ZnO,0.2,0.04,0.42,9.26e-05,5.0,3.0,8.0,0.1,CaCl2,5610,9.4,-28.0,-50.2,3.03e-07,0.00051,None,1.0,Alg,1.54e-21,2.0,"[2, -1]","[1, 2]",0.3,2.80338404274e-09,108.083657244,0.000594117647059,0.0214988797686,2788124.73177,29289.6310279,0.0623520782839,33.6391419474,12.6669015793,21.6408825279,0.850837156935,5.0
ZnO,0.2,0.04,0.42,9.26e-05,5.0,3.0,8.0,0.1,CaCl2,5610,9.4,-29.6,-50.2,2.9e-07,0.00051,None,1.0,SRHA,1.54e-21,2.0,"[2, -1]","[1, 2]",0.3,2.80338404274e-09,103.446404623,0.00056862745098,0.0234695678083,2554012.02434,28032.9801917,0.0623520782839,33.6391419474,12.6669015793,21.2901292598,0.875048583711,5.0
ZnO,0.2,0.04,0.42,9.26e-05,5.0,3.0,8.0,0.3,CaCl2,5610,9.4,-14.8,-47.0,4.37e-07,0.00051,None,0.0,None,6.96e-21,2.0,"[2, -1]","[1, 2]",0.9,1.61853453172e-09,269.997328717,0.000856862745098,0.0467118139819,5799490.15785,42242.8011854,0.281799003153,33.6391419474,12.6669015793,22.9363505061,0.572972438675,5.0
ZnO,0.2,0.04,0.42,9.26e-05,5.0,3.0,8.0,0.3,CaCl2,5610,9.4,-19.0,-47.0,3.12e-07,0.00051,None,1.0,Alg,1.54e-21,2.0,"[2, -1]","[1, 2]",0.9,1.61853453172e-09,192.766971533,0.000611764705882,0.0202764490126,2956215.77285,30159.6200683,0.0623520782839,33.6391419474,12.6669015793,17.3330408283,0.694941634241,5.0
ZnO,0.2,0.04,0.42,9.26e-05,5.0,3.0,8.0,0.3,CaCl2,5610,9.4,-13.9,-47.0,3.2e-07,0.00051,None,1.0,SRHA,1.54e-21,2.0,"[2, -1]","[1, 2]",0.9,1.61853453172e-09,197.709714392,0.000627450980392,0.0192752993426,3109760.18183,30932.9436598,0.0623520782839,33.6391419474,12.6669015793,16.6168229106,0.543915810858,5.0
ZnO,0.2,0.04,0.42,9.26e-05,5.0,3.0,8.0,0.5,CaCl2,5610,9.4,-12.9,-40.7,4.57e-07,0.00051,None,0.0,None,6.96e-21,2.0,"[2, -1]","[1, 2]",1.5,1.25371145732e-09,364.517686531,0.000896078431373,0.0427127178216,6342483.4396,44176.1101642,0.281799003153,33.6391419474,12.6669015793,18.0080251142,0.576038180921,5.0
ZnO,0.2,0.04,0.42,9.26e-05,5.0,3.0,8.0,0.5,CaCl2,5610,9.4,-20.5,-40.7,3.05e-07,0.00051,None,1.0,Alg,1.54e-21,2.0,"[2, -1]","[1, 2]",1.5,1.25371145732e-09,243.277668254,0.000598039215686,0.0212178516816,2825053.13393,29482.9619257,0.0623520782839,33.6391419474,12.6669015793,13.69206682,0.803518976858,5.0
ZnO,0.2,0.04,0.42,9.26e-05,5.0,3.0,8.0,0.5,CaCl2,5610,9.4,-14.6,-40.7,3.13e-07,0.00051,None,1.0,SRHA,1.54e-21,2.0,"[2, -1]","[1, 2]",1.5,1.25371145732e-09,249.658721847,0.000613725490196,0.0201470940061,2975196.24271,30256.2855172,0.0623520782839,33.6391419474,12.6669015793,12.6500340375,0.635648383387,5.0
ZnO,0.2,0.04,0.42,9.26e-05,5.0,3.0,8.0,1.0,CaCl2,5610,9.4,-9.8,-34.0,5.07e-07,0.00051,None,0.0,None,6.96e-21,2.0,"[2, -1]","[1, 2]",3.0,8.86507873123e-10,571.906934356,0.000994117647059,0.0347035328063,7806257.27519,49009.382611,0.281799003153,33.6391419474,12.6669015793,13.7218670089,0.532251365771,5.0
ZnO,0.2,0.04,0.42,9.26e-05,5.0,3.0,8.0,1.0,CaCl2,5610,9.4,-11.4,-34.0,3.33e-07,0.00051,None,1.0,Alg,1.54e-21,2.0,"[2, -1]","[1, 2]",3.0,8.86507873123e-10,375.631181737,0.000652941176471,0.0177996974694,3367560.51566,32189.594496,0.0623520782839,33.6391419474,12.6669015793,9.25675429278,0.602818128091,5.0
ZnO,0.2,0.04,0.42,9.26e-05,5.0,3.0,8.0,1.0,CaCl2,5610,9.4,-11.1,-34.0,3.21e-07,0.00051,None,1.0,SRHA,1.54e-21,2.0,"[2, -1]","[1, 2]",3.0,8.86507873123e-10,362.094922935,0.000629411764706,0.0191553910839,3129226.55172,31029.6091087,0.0623520782839,33.6391419474,12.6669015793,8.87633983053,0.590051672517,5.0
ZnO,0.2,0.04,0.42,9.26e-05,5.0,3.0,8.0,10.0,NaCl,5610,9.4,-19.2,-61.4,5.83e-07,0.00051,None,0.0,None,6.96e-21,2.0,"[1, -1]","[1, 1]",10.0,4.85560359515e-10,1200.6746197,0.0011431372549,0.0262453577619,10322004.6723,56355.9567302,0.281799003153,33.6391419474,12.6669015793,52.1565733514,0.569699898516,5.0
ZnO,0.2,0.04,0.42,9.26e-05,5.0,3.0,8.0,10.0,NaCl,5610,9.4,-27.2,-61.4,2.99e-07,0.00051,None,1.0,SRHA,1.54e-21,2.0,"[1, -1]","[1, 1]",10.0,4.85560359515e-10,615.783381285,0.000586274509804,0.0220779482632,2714996.7775,28902.9692321,0.0623520782839,33.6391419474,12.6669015793,29.148453196,0.740644817952,5.0
ZnO,0.2,0.04,0.42,9.26e-05,5.0,3.0,8.0,10.0,NaCl,5610,9.4,-25.9,-61.4,3.19e-07,0.00051,None,1.0,Alg,1.54e-21,2.0,"[1, -1]","[1, 1]",10.0,4.85560359515e-10,656.972905116,0.000625490196078,0.0193963370317,3090354.54945,30836.2782109,0.0623520782839,33.6391419474,12.6669015793,30.62217303,0.716209125895,5.0
ZnO,0.2,0.04,0.42,9.26e-05,5.0,3.0,8.0,1.0,NaCl,5610,9.4,-35.2,-72.3,3.87e-07,0.00051,None,0.0,None,6.96e-21,2.0,"[1, -1]","[1, 1]",1.0,1.53547667756e-09,252.038995874,0.000758823529412,0.0595617811718,4548297.58469,37409.5287386,0.281799003153,33.6391419474,12.6669015793,54.0948439277,0.787142011002,5.0
ZnO,0.2,0.04,0.42,9.26e-05,5.0,3.0,8.0,1.0,NaCl,5610,9.4,-54.7,-72.3,2.87e-07,0.00051,None,1.0,SRHA,1.54e-21,2.0,"[1, -1]","[1, 1]",1.0,1.53547667756e-09,186.912640351,0.000562745098039,0.0239627851823,2501443.71501,27742.9838449,0.0623520782839,33.6391419474,12.6669015793,50.9926989155,0.962313459166,5.0
ZnO,0.2,0.04,0.42,9.26e-05,5.0,3.0,8.0,1.0,NaCl,5610,9.4,-52.3,-72.3,2.99e-07,0.00051,None,1.0,Alg,1.54e-21,2.0,"[1, -1]","[1, 1]",1.0,1.53547667756e-09,194.727803014,0.000586274509804,0.0220779482632,2714996.7775,28902.9692321,0.0623520782839,33.6391419474,12.6669015793,51.4650074171,0.949765025909,5.0
ZnO,0.2,0.04,0.42,9.26e-05,5.0,3.0,8.0,20.0,NaCl,5610,9.4,-15.3,-60.3,6.03e-07,0.00051,None,0.0,None,6.96e-21,2.0,"[1, -1]","[1, 1]",20.0,3.43343022889e-10,1756.2611144,0.00118235294118,0.0245332442385,11042351.4644,58289.2657089,0.281799003153,33.6391419474,12.6669015793,50.4470202728,0.476768522394,5.0
ZnO,0.2,0.04,0.42,9.26e-05,5.0,3.0,8.0,20.0,NaCl,5610,9.4,-21.3,-60.3,3.14e-07,0.00051,None,1.0,SRHA,1.54e-21,2.0,"[1, -1]","[1, 1]",20.0,3.43343022889e-10,914.537296719,0.00061568627451,0.0200189729064,2994237.45008,30352.9509662,0.0623520782839,33.6391419474,12.6669015793,27.7598194748,0.62809735487,5.0
ZnO,0.2,0.04,0.42,9.26e-05,5.0,3.0,8.0,20.0,NaCl,5610,9.4,-19.7,-60.3,3.21e-07,0.00051,None,1.0,Alg,1.54e-21,2.0,"[1, -1]","[1, 1]",20.0,3.43343022889e-10,934.92507085,0.000629411764706,0.0191553910839,3129226.55172,31029.6091087,0.0623520782839,33.6391419474,12.6669015793,27.9234755976,0.590386115929,5.0
ZnO,0.2,0.04,0.42,9.26e-05,5.0,3.0,8.0,5.0,NaCl,5610,9.4,-25.3,-67.6,4.83e-07,0.00051,None,0.0,None,6.96e-21,2.0,"[1, -1]","[1, 1]",5.0,6.86686045777e-10,703.378207509,0.000947058823529,0.0382380155272,7084695.733,46689.4118365,0.281799003153,33.6391419474,12.6669015793,54.3950515723,0.656556330796,5.0
ZnO,0.2,0.04,0.42,9.26e-05,5.0,3.0,8.0,5.0,NaCl,5610,9.4,-34.8,-67.6,2.89e-07,0.00051,None,1.0,SRHA,1.54e-21,2.0,"[1, -1]","[1, 1]",5.0,6.86686045777e-10,420.861908841,0.000566666666667,0.0236322679647,2536428.51706,27936.3147428,0.0623520782839,33.6391419474,12.6669015793,36.113770153,0.813894270689,5.0
ZnO,0.2,0.04,0.42,9.26e-05,5.0,3.0,8.0,5.0,NaCl,5610,9.4,-31.8,-67.6,3.02e-07,0.00051,None,1.0,Alg,1.54e-21,2.0,"[1, -1]","[1, 1]",5.0,6.86686045777e-10,439.793413391,0.000592156862745,0.0216414921788,2769751.63695,29192.9655789,0.0623520782839,33.6391419474,12.6669015793,36.4339290389,0.770356566923,5.0
CuO,0.3,0.015,0.44,0.000261,9.62,6.0,6.55,0.0,NaCl,8940,10.0,-4.14,-58.0,3e-07,0.000256,None,1.0,TRIZMA,1e-20,18.1,"[1, -1]","[1, 1]",2.99578962588e-07,8.43940556028e-06,0.0355475273533,0.001171875,0.0505252344015,1669717.23154,41029.0854794,0.40488362522,29.91460245,2.09936929076,21.9266053326,0.142034951766,20.0
CuO,0.3,0.015,0.44,0.000261,8.65,6.0,8.61,100.0,NaCl,8940,10.0,-36.6,-41.0,3e-07,0.000256,None,1.0,TRIZMA,1e-20,18.1,"[1, -1]","[1, 1]",100.0,4.61920794913e-10,649.461992844,0.001171875,0.0505252344015,1669717.23154,41029.0854794,0.40488362522,29.91460245,2.09936929076,19.5882556885,0.993590592473,20.0
CuO,0.3,0.015,0.44,0.000261,8.57,6.0,8.57,0.0,NaCl,8940,10.0,-16.3,-50.0,3e-07,0.000256,None,1.0,TRIZMA,1e-20,18.1,"[1, -1]","[1, 1]",1.86036768029e-06,3.38663288297e-06,0.0885835608308,0.001171875,0.0505252344015,1669717.23154,41029.0854794,0.40488362522,29.91460245,2.09936929076,17.9354301438,0.589364679339,20.0
CuO,0.3,0.015,0.44,0.000261,4.32,6.0,6.44,0.0,NaCl,8940,10.0,-26.5,-38.0,3e-07,0.000256,None,10.0,SRHA,1e-20,18.1,"[1, -1]","[1, 1]",3.76849198287e-07,7.52460516029e-06,0.0398692015873,0.001171875,0.0505252344015,1669717.23154,41029.0854794,0.40488362522,29.91460245,2.09936929076,13.9183773113,0.938380896913,20.0
CuO,0.3,0.015,0.44,0.000261,5.57,6.0,6.52,0.0,NaCl,8940,10.0,-27.5,-31.0,3e-07,0.000256,None,1.0,SRHA,1e-20,18.1,"[1, -1]","[1, 1]",3.18551728114e-07,8.18422444856e-06,0.0366558861974,0.001171875,0.0505252344015,1669717.23154,41029.0854794,0.40488362522,29.91460245,2.09936929076,11.1363230928,0.992866501674,20.0
CuO,0.3,0.015,0.44,0.000261,4.41,6.0,6.63,0.0,NaCl,8940,10.0,-22.9,-31.0,3e-07,0.000256,None,1.0,SRHA,1e-20,18.1,"[1, -1]","[1, 1]",2.55751857472e-07,9.13393918345e-06,0.0328445366205,0.001171875,0.0505252344015,1669717.23154,41029.0854794,0.40488362522,29.91460245,2.09936929076,9.63284651929,0.955830376798,20.0
CuO,0.3,0.015,0.44,0.000261,11.2,6.0,6.63,0.0,NaCl,8940,10.0,-25.8,-35.0,3e-07,0.000256,None,5.0,SRHA,1e-20,18.1,"[1, -1]","[1, 1]",2.55751857472e-07,9.13393918345e-06,0.0328445366205,0.001171875,0.0505252344015,1669717.23154,41029.0854794,0.40488362522,29.91460245,2.09936929076,12.2607528852,0.955232090721,20.0
CuO,0.3,0.015,0.44,0.000261,7.45,6.0,6.75,0.0,NaCl,8940,10.0,-24.9,-31.0,3e-07,0.000256,None,1.0,SRHA,1e-20,18.1,"[1, -1]","[1, 1]",2.05945007263e-07,1.01786898178e-05,0.0294733413996,0.001171875,0.0505252344015,1669717.23154,41029.0854794,0.40488362522,29.91460245,2.09936929076,10.2528101167,0.97646441199,20.0
CuO,0.3,0.015,0.44,0.000261,4.98,6.0,6.7,0.0,NaCl,8940,10.0,-26.6,-31.0,3e-07,0.000256,None,1.0,FA,1e-20,18.1,"[1, -1]","[1, 1]",2.24585593178e-07,9.7471257079e-06,0.0307783041884,0.001171875,0.0505252344015,1669717.23154,41029.0854794,0.40488362522,29.91460245,2.09936929076,10.8205696664,0.988397180803,20.0
ZnO,0.3,0.015,0.44,9.42e-05,5.035,8.0,7.56,0.0,None,5600,9.5,22.0,-41.0,1.45e-07,0.000256,None,0.0,None,1.89e-20,2.0,"[0, 0]","[0, 0]",2.09081314418e-07,3.35803805489e-06,0.0431799752206,0.00056640625,1.13257312168,626297.301743,7157.29602252,0.765230051666,29.91460245,2.79915905435,6.78598578522,-0.833256351039,20.0
ZnO,0.3,0.015,0.44,9.42e-05,8.19,8.0,7.34,0.0,None,5600,9.5,-26.3,-32.3,1.45e-07,0.000256,None,1.0,FA,1.89e-20,2.0,"[0, 0]","[0, 0]",1.55096900159e-07,3.89889613006e-06,0.0371900135738,0.00056640625,1.13257312168,626297.301743,7157.29602252,0.765230051666,29.91460245,2.79915905435,5.43812915365,0.979250481274,20.0
ZnO,0.3,0.015,0.44,9.42e-05,8.61,8.0,7.52,0.0,None,5600,9.5,-28.7,-32.3,1.45e-07,0.000256,None,1.0,HA,1.89e-20,2.0,"[0, 0]","[0, 0]",1.95765077945e-07,3.47036866637e-06,0.0417823044004,0.00056640625,1.13257312168,626297.301743,7157.29602252,0.765230051666,29.91460245,2.79915905435,5.85187055025,0.99305830807,20.0
ZnO,0.3,0.015,0.44,9.42e-05,8.17,8.0,7.33,0.0,None,5600,9.5,-27.4,-31.4,1.45e-07,0.000256,None,1.0,HA,1.89e-20,2.0,"[0, 0]","[0, 0]",1.53671618604e-07,3.91693524182e-06,0.0370187381328,0.00056640625,1.13257312168,626297.301743,7157.29602252,0.765230051666,29.91460245,2.79915905435,5.44358301751,0.990787231102,20.0
ZnO,0.3,0.015,0.44,9.42e-05,7.405,8.0,7.45,0.0,None,5600,9.5,-22.3,-31.4,1.45e-07,0.000256,None,1.0,FA,1.89e-20,2.0,"[0, 0]","[0, 0]",1.76400485487e-07,3.65589182048e-06,0.0396620050921,0.00056640625,1.13257312168,626297.301743,7157.29602252,0.765230051666,29.91460245,2.79915905435,4.6491055039,0.944169897185,20.0
ZnO,0.3,0.015,0.44,9.42e-05,6.61,8.0,7.39,0.0,None,5600,9.5,-14.1,-46.0,1.45e-07,0.000256,None,0.768496,Citric,1.89e-20,2.0,"[0, 0]","[0, 0]",1.63473473565e-07,3.7976905936e-06,0.0381810988616,0.00056640625,1.13257312168,626297.301743,7157.29602252,0.765230051666,29.91460245,2.79915905435,7.25555092633,0.560391565614,20.0
ZnO,0.3,0.015,0.44,9.42e-05,4.66,8.0,7.62,0.0,None,5600,9.5,15.3,-43.5,1.45e-07,0.000256,None,0.7202792,Oxalic,1.89e-20,2.0,"[0, 0]","[0, 0]",2.32423020925e-07,3.18495758793e-06,0.0455265089085,0.00056640625,1.13257312168,626297.301743,7157.29602252,0.765230051666,29.91460245,2.79915905435,6.66480970649,-0.626005248455,20.0
ZnO,0.3,0.015,0.44,9.42e-05,4.33,8.0,7.54,0.0,None,5600,9.5,23.7,-42.5,1.45e-07,0.000256,None,0.7364064,Formic,1.89e-20,2.0,"[0, 0]","[0, 0]",2.02208740258e-07,3.41462694084e-06,0.0424643753218,0.00056640625,1.13257312168,626297.301743,7157.29602252,0.765230051666,29.91460245,2.79915905435,7.42208183846,-0.850739461304,20.0
MWCNT,0.12,0.03,0.45,0.000237,1.0,2.2,8.5,1.0,KCl,1730,4.7,-7.0,-78.0,1.9e-07,0.00024,None,0.0,None,9.8e-21,10.0,"[1, -1]","[1, 1]",1.0,3.43343022889e-09,55.338244069,0.000791666666667,0.135944575075,68060.2332071,22120.925756,0.396785952716,28.248438455,2.51924314891,25.1891555497,0.178053155063,4.0
MWCNT,0.12,0.03,0.44,0.000242,0.005,3.0,8.5,1.0,KCl,1730,4.7,-7.0,-78.0,1.9e-07,0.00035,None,0.0,None,9.8e-21,10.0,"[1, -1]","[1, 1]",1.0,3.43343022889e-09,55.338244069,0.000542857142857,0.133135802863,66654.0300416,32940.2674319,0.396785952716,29.91460245,3.35899086522,25.1891555497,0.178053155063,4.0
MWCNT,0.12,0.03,0.38,0.000277,0.01,2.5,8.5,1.0,KCl,1730,4.7,-7.0,-78.0,1.9e-07,0.00035,None,0.0,None,9.8e-21,10.0,"[1, -1]","[1, 1]",1.0,3.43343022889e-09,55.338244069,0.000542857142857,0.116313589505,58232.0406862,37704.3556969,0.396785952716,43.072155102,2.41745554694,25.1891555497,0.178053155063,4.0
MWCNT,0.12,0.03,0.43,0.000255,0.005,3.0,8.5,1.0,KCl,1730,4.7,-7.0,-78.0,1.9e-07,0.00035,None,0.0,None,9.8e-21,10.0,"[1, -1]","[1, 1]",1.0,3.43343022889e-09,55.338244069,0.000542857142857,0.126348487423,63255.9814513,34709.7859304,0.396785952716,31.7072905902,3.28265016374,25.1891555497,0.178053155063,4.0
MWCNT,0.12,0.03,0.46,0.000238,1.0,3.2,8.5,1.0,KCl,1730,4.7,-7.0,-78.0,4.51e-08,0.000607,None,0.0,None,9.8e-21,10.0,"[1, -1]","[1, 1]",1.0,3.43343022889e-09,13.1355516185,7.42998352554e-05,2.40263272829,3818.65746434,13336.206129,0.396785952716,26.6975437361,3.74578375273,5.97911008049,0.178053155063,4.0
Ag,0.12,0.03,0.396,0.000117,1.0,2.68,6.5,1.0,KNO3,10500,1.3,-16.9,-55.0,4.51e-08,0.000607,None,0.0,None,2.37e-21,2.65,"[1, -1]","[1, 1]",1.0,1.76746638757e-09,25.5167511626,7.42998352554e-05,1.18195448868,100712.817477,6556.03410545,0.0959574191771,38.9324258825,2.70062865564,3.22753980492,0.561527935939,4.0
Ag,0.12,0.03,0.415,0.000117,10.0,2.56,6.5,1.0,KNO3,10500,1.3,-16.9,-55.0,4.51e-08,0.000607,None,0.0,None,2.37e-21,2.65,"[1, -1]","[1, 1]",1.0,1.76746638757e-09,25.5167511626,7.42998352554e-05,1.18195448868,100712.817477,6556.03410545,0.0959574191771,34.6616324643,2.70347870849,3.22753980492,0.561527935939,4.0
Ag,0.12,0.03,0.429,0.000117,5.0,2.47,6.5,1.0,KNO3,10500,1.3,-16.9,-55.0,4.51e-08,0.000607,None,0.0,None,2.37e-21,2.65,"[1, -1]","[1, 1]",1.0,1.76746638757e-09,25.5167511626,7.42998352554e-05,1.18195448868,100712.817477,6556.03410545,0.0959574191771,31.8939917876,2.69642991705,3.22753980492,0.561527935939,4.0
Ag,0.12,0.03,0.418,0.000117,10.0,2.54,6.5,1.0,KNO3,10500,1.3,-16.9,-55.0,4.51e-08,0.000607,None,0.0,None,2.37e-21,2.65,"[1, -1]","[1, 1]",1.0,1.76746638757e-09,25.5167511626,7.42998352554e-05,1.18195448868,100712.817477,6556.03410545,0.0959574191771,34.0434335061,2.70174831926,3.22753980492,0.561527935939,4.0
Ag,0.12,0.03,0.388,0.000117,10.0,2.73,6.5,2.5,KNO3,10500,1.3,-7.5,-55.4,4.82e-08,0.000607,None,0.0,None,2.37e-21,2.65,"[1, -1]","[1, 1]",2.5,1.11784389451e-09,43.1187218868,7.94069192751e-05,1.03480796195,115033.872044,7006.67059607,0.0959574191771,40.9342259669,2.69543748793,3.25642498543,0.265885115873,4.0
Ag,0.12,0.03,0.403,0.000117,10.0,2.63,6.5,5.0,KNO3,10500,1.3,-3.2,-55.3,6.07e-08,0.000607,None,0.0,None,2.37e-21,2.65,"[1, -1]","[1, 1]",5.0,7.90434998113e-10,76.7931583811,0.0001,0.652493899975,182435.370951,8823.75321953,0.0959574191771,37.283851866,2.69709153647,4.02603735446,0.115346132913,4.0
Ag,0.12,0.03,0.427,5e-06,10.0,2.48,6.5,1.0,KNO3,10500,1.3,-16.9,-55.0,4.51e-08,0.000607,None,0.0,None,2.37e-21,2.65,"[1, -1]","[1, 1]",1.0,1.76746638757e-09,25.5167511626,7.42998352554e-05,27.6577350351,2356679.92897,280.172397669,0.0959574191771,32.2716191467,2.69472497472,3.22753980492,0.561527935939,4.0
Ag,0.12,0.03,0.393,2.33e-05,10.0,2.7,6.5,1.0,KNO3,10500,1.3,-16.9,-55.0,4.51e-08,0.000607,None,0.0,None,2.37e-21,2.65,"[1, -1]","[1, 1]",1.0,1.76746638757e-09,25.5167511626,7.42998352554e-05,5.93513627363,505725.306646,1305.60337314,0.0959574191771,39.6678707703,2.70017061143,3.22753980492,0.561527935939,4.0
Ag,0.12,0.03,0.411,0.000117,10.0,2.58,6.5,5.0,KNO3,10500,1.3,-3.2,-55.3,6.07e-08,0.000607,None,0.0,None,2.37e-21,2.65,"[1, -1]","[1, 1]",5.0,7.90434998113e-10,76.7931583811,0.0001,0.652493899975,182435.370951,8823.75321953,0.0959574191771,35.5085180534,2.69833843459,4.02603735446,0.115346132913,4.0
Ag,0.12,0.03,0.428,0.000117,10.0,2.48,6.5,5.0,KNO3,10500,1.3,-3.2,-55.3,6.07e-08,0.000607,None,0.0,None,2.37e-21,2.65,"[1, -1]","[1, 1]",5.0,7.90434998113e-10,76.7931583811,0.0001,0.652493899975,182435.370951,8823.75321953,0.0959574191771,32.0820967666,2.70103580604,4.02603735446,0.115346132913,4.0
Ag,0.12,0.03,0.403,0.000117,10.0,2.63,6.5,5.0,KNO3,10500,1.3,-3.2,-55.3,6.07e-08,0.000607,None,0.0,None,2.37e-21,2.65,"[1, -1]","[1, 1]",5.0,7.90434998113e-10,76.7931583811,0.0001,0.652493899975,182435.370951,8823.75321953,0.0959574191771,37.283851866,2.69709153647,4.02603735446,0.115346132913,4.0
CeO2,0.15,0.025,0.387,5.11e-05,35.1,6.0,4.0,10.0,NaCl,7220,6.8,32.7,-31.7,1.97e-07,0.000275,None,0.0,None,9.07e-21,26.0,"[1, -1]","[1, 1]",10.0,1.75071277356e-09,112.525596988,0.000716363636364,0.542806810944,2881157.45953,5666.4352385,0.367229448075,41.1937845266,4.27428406736,8.83282672999,-0.999517881765,6.0
CeO2,0.15,0.025,0.387,5.11e-05,43.9,6.0,6.0,10.0,NaCl,7220,6.8,13.4,-45.7,2.19e-06,0.000275,None,0.0,None,9.07e-21,26.0,"[1, -1]","[1, 1]",10.0,1.75071277356e-09,1250.91907312,0.00796363636364,0.00439227487457,356059658.627,62992.3511285,0.367229448075,41.1937845266,4.27428406736,107.370204927,-0.540005731796,6.0
CeO2,0.15,0.025,0.387,5.11e-05,37.2,6.0,8.5,10.0,NaCl,7220,6.8,-32.5,-54.4,6.19e-07,0.000275,None,0.0,None,9.07e-21,26.0,"[1, -1]","[1, 1]",10.0,1.75071277356e-09,353.570276831,0.00225090909091,0.0549789501696,28445648.5184,17804.6873738,0.367229448075,41.1937845266,4.27428406736,53.731531425,0.880563600549,6.0
Fe,0.112,0.016,0.45,0.000155,7.5,18.0,10.0,3.0,NaCl,3800,8.8,-32.4,-30.8,1.07e-07,0.000194,None,0.0,None,2.1e-20,10.0,"[1, -1]","[1, 1]",3.0,1.98229186689e-09,53.9779241327,0.000551546391753,1.40446653337,126214.867815,6585.78146148,0.850255612962,28.248438455,2.91845412386,4.62224798048,0.99871897518,7.0
Fe,0.112,0.016,0.45,0.000155,7.5,18.0,10.0,5.0,NaCl,3800,8.8,-30.1,-28.3,1.07e-07,0.000194,None,0.0,None,2.1e-20,10.0,"[1, -1]","[1, 1]",5.0,1.53547667756e-09,69.6852004097,0.000551546391753,1.40446653337,126214.867815,6585.78146148,0.850255612962,28.248438455,2.91845412386,3.9480159517,0.998101822017,7.0
Fe,0.112,0.016,0.45,0.000155,7.5,18.0,10.0,10.0,NaCl,3800,8.8,-27.2,-22.2,1.07e-07,0.000194,None,0.0,None,2.1e-20,10.0,"[1, -1]","[1, 1]",10.0,1.08574597106e-09,98.549755516,0.000551546391753,1.40446653337,126214.867815,6585.78146148,0.850255612962,28.248438455,2.91845412386,2.85115724608,0.979718986274,7.0
Fe,0.112,0.016,0.45,0.000233,7.5,18.0,10.0,10.0,NaCl,3800,8.8,-27.2,-22.2,1.07e-07,0.000194,None,0.0,None,2.1e-20,10.0,"[1, -1]","[1, 1]",10.0,1.08574597106e-09,98.549755516,0.000551546391753,0.934301771129,83962.6803061,9899.91664855,0.850255612962,28.248438455,2.91845412386,2.85115724608,0.979718986274,7.0
C60,0.15,0.025,0.38,3.24e-05,2.44,3.0,7.0,3.07,CaCl2,1450,3.0,-23.9,-55.0,9.5e-08,0.00036,None,0.0,None,4.71e-21,4.4,"[2, -1]","[1, 2]",9.21,7.50455162653e-10,126.589841376,0.000263888888889,1.91170132047,76915.4280547,2268.09491928,0.190700187479,43.072155102,2.09848571783,7.38508829932,0.731047408244,6.0
C60,0.15,0.025,0.38,3.24e-05,1.34,3.0,7.0,3.07,CaCl2,1450,3.0,-23.9,-55.0,9.5e-08,0.00036,None,0.0,None,4.71e-21,4.4,"[2, -1]","[1, 2]",9.21,7.50455162653e-10,126.589841376,0.000263888888889,1.91170132047,76915.4280547,2268.09491928,0.190700187479,43.072155102,2.09848571783,7.38508829932,0.731047408244,6.0
