,enm_id,rp_shape,column_length,column_width,porosity,darcy_velocity,influent_concentration_enm,influent_pore_volumes,ph,electrolyte_concentration,electrolyte_id,enm_density,enm_isoelectric_point,enm_zeta_potential,collector_zeta_potential,enm_diameter,collector_diameter,collector_coating,concentration_nom,nom_id,hamaker_constant_combined
161,nHAP,HE,0.2,0.026,0.4,0.000167,0.2,3.75,5.8,50.0,NaCl,3200,5.0,-25.8,-30.58,1.19e-07,0.0006,None,0.0,None,1e-20
162,nHAP,HE,0.2,0.026,0.4,0.000167,0.2,3.75,5.8,100.0,NaCl,3200,5.0,-20.0,-24.7,1.33e-07,0.0006,None,0.0,None,1e-20
163,nHAP,HE,0.2,0.026,0.4,0.000167,0.2,3.75,5.9,0.1,CaCl2,3200,5.0,-34.9,-47.0,1.03e-07,0.0006,None,0.0,None,1e-20
164,nHAP,HE,0.2,0.026,0.4,0.000167,0.2,3.75,5.8,0.3,CaCl2,3200,5.0,-31.5,-36.2,1.09e-07,0.0006,None,0.0,None,1e-20
165,nHAP,HE,0.2,0.026,0.4,0.000167,0.2,3.75,5.7,0.5,CaCl2,3200,5.0,-28.4,-31.7,1.14e-07,0.0006,None,0.0,None,1e-20
166,nHAP,HE,0.2,0.026,0.4,0.000167,0.2,3.75,5.7,1.0,CaCl2,3200,5.0,-22.1,-26.0,1.35e-07,0.0006,None,0.0,None,1e-20
167,nHAP,HE,0.2,0.026,0.39,7.5e-05,0.01,4.0,7.2,0.1,NaCl,3160,5.0,-58.7,-63.2,2.5e-07,0.0006,None,0.01,HA,2.94e-21
168,nHAP,HE,0.2,0.026,0.39,7.5e-05,0.01,4.0,7.2,1.0,NaCl,3160,5.0,-48.5,-60.3,2.92e-07,0.0006,None,0.01,HA,2.94e-21
169,nHAP,HE,0.2,0.026,0.39,7.5e-05,0.01,4.0,7.2,10.0,NaCl,3160,5.0,-38.5,-37.1,4.18e-07,0.0006,None,0.01,HA,2.94e-21
170,nHAP,HE,0.2,0.026,0.39,7.5e-05,0.01,4.0,7.2,50.0,NaCl,3160,5.0,-27.7,-21.4,6.38e-07,0.0006,None,0.01,HA,2.94e-21
171,nBiochar,HE,0.2,0.026,0.39,8e-05,0.2,3.0,6.8,0.1,NaHCO3,1760,2.75,-36.6,-68.1,1.26e-07,0.00055,None,0.0,None,6.19e-20
172,nBiochar,HE,0.2,0.026,0.39,8e-05,0.2,3.0,6.7,0.1,NaHCO3,1760,2.75,-32.9,-66.4,1.06e-07,0.00055,None,0.0,None,6.19e-20
173,nBiochar,HE,0.2,0.026,0.39,8e-05,0.2,3.0,6.7,0.1,NaHCO3,1760,2.75,-34.0,-66.4,1.05e-07,0.00055,None,0.0,None,6.19e-20
174,nBiochar,HE,0.2,0.026,0.39,8e-05,0.2,3.0,6.8,0.1,NaHCO3,1760,2.75,-28.9,-68.1,9.8e-08,0.00055,None,0.0,None,6.19e-20
175,nBiochar,EXP,0.2,0.026,0.4,1.53e-05,0.3,3.0,6.9,0.1,NaCl,1760,2.75,-36.6,-68.8,1.26e-07,0.0006,None,0.0,None,5.94e-21
176,nBiochar,HE,0.2,0.026,0.4,1.53e-05,0.3,3.0,6.9,0.1,NaCl,1760,2.75,-43.4,-69.6,1.26e-07,0.0006,None,0.001,HA,2.94e-21
177,nBiochar,HE,0.2,0.026,0.41,1.57e-05,0.3,3.0,6.9,0.1,NaCl,1760,2.75,-45.9,-69.4,1.26e-07,0.0006,None,0.005,HA,2.94e-21
178,nBiochar,EXP,0.2,0.026,0.42,1.61e-05,0.3,3.0,6.9,0.1,NaCl,1760,2.75,-46.8,-69.2,1.26e-07,0.0006,None,0.01,HA,2.94e-21
179,nBiochar,LD,0.2,0.026,0.4,1.53e-05,0.3,3.0,6.9,0.1,NaCl,1760,2.75,-36.6,-48.2,1.26e-07,0.0006,IronOxide,0.0,None,1.07e-20
180,nBiochar,EXP,0.2,0.026,0.4,1.53e-05,0.3,3.0,6.9,0.1,NaCl,1760,2.75,-36.6,-37.7,1.26e-07,0.0006,IronOxide,0.0,None,1.07e-20
181,nBiochar,HE,0.2,0.026,0.38,1.52e-05,0.3,3.0,6.9,0.1,NaCl,1760,2.75,-36.6,-25.4,1.26e-07,0.0006,IronOxide,0.0,None,1.07e-20
182,nBiochar,HE,0.2,0.026,0.42,1.61e-05,0.3,3.0,6.9,0.1,NaCl,1760,2.75,-43.4,-39.2,1.26e-07,0.0006,IronOxide,0.001,HA,5.29e-21
183,nBiochar,SIR,0.2,0.026,0.42,1.54e-05,0.3,3.0,6.9,0.1,NaCl,1760,2.75,-45.9,-43.9,1.26e-07,0.0006,IronOxide,0.005,HA,5.29e-21
184,nBiochar,LD,0.2,0.026,0.42,1.54e-05,0.3,3.0,6.9,0.1,NaCl,1760,2.75,-46.8,-45.1,1.26e-07,0.0006,IronOxide,0.01,HA,5.29e-21
185,nBiochar,HE,0.2,0.026,0.39,1.5e-05,0.3,3.0,6.9,0.1,NaCl,1760,2.75,-32.9,-68.8,1.06e-07,0.0006,None,0.0,None,5.94e-21
186,nBiochar,HE,0.2,0.026,0.38,1.46e-05,0.3,3.0,6.9,0.1,NaCl,1760,2.75,-37.9,-69.6,1.06e-07,0.0006,None,0.001,HA,2.94e-21
187,nBiochar,HE,0.2,0.026,0.4,1.53e-05,0.3,3.0,6.9,0.1,NaCl,1760,2.75,-38.7,-69.4,1.06e-07,0.0006,None,0.005,HA,2.94e-21
188,nBiochar,EXP,0.2,0.026,0.39,1.5e-05,0.3,3.0,7.0,0.1,NaCl,1760,2.75,-39.3,-69.2,1.06e-07,0.0006,None,0.01,HA,2.94e-21
189,nBiochar,HE,0.2,0.026,0.4,1.6e-05,0.3,3.0,6.9,0.1,NaCl,1760,2.75,-32.9,-25.4,1.06e-07,0.0006,IronOxide,0.0,None,1.07e-20
190,nBiochar,EXP,0.2,0.026,0.41,1.64e-05,0.3,3.0,6.9,0.1,NaCl,1760,2.75,-32.9,-37.7,1.06e-07,0.0006,IronOxide,0.0,None,1.07e-20
191,nBiochar,EXP,0.2,0.026,0.4,1.6e-05,0.3,3.0,6.9,0.1,NaCl,1760,2.75,-32.9,-48.2,1.06e-07,0.0006,IronOxide,0.0,None,1.07e-20
192,nBiochar,HE,0.2,0.026,0.4,1.53e-05,0.3,3.0,6.9,0.1,NaCl,1760,2.75,-37.9,-39.2,1.06e-07,0.0006,IronOxide,0.001,HA,5.29e-21
193,nBiochar,EXP,0.2,0.026,0.41,1.57e-05,0.3,3.0,6.9,0.1,NaCl,1760,2.75,-38.7,-43.9,1.06e-07,0.0006,IronOxide,0.005,HA,5.29e-21
194,nBiochar,HE,0.2,0.026,0.41,1.57e-05,0.3,3.0,6.9,0.1,NaCl,1760,2.75,-39.3,-45.1,1.06e-07,0.0006,IronOxide,0.01,HA,5.29e-21
195,ZnO,HE,0.12,0.01,0.35,1e-05,0.0125,3.0,8.0,5.0,NaCl,5610,9.5,1.45,-33.2,5e-08,0.000235,None,0.0,None,1e-20
196,ZnO,HE,0.12,0.01,0.4,1e-05,0.0125,3.0,8.0,5.0,NaCl,5610,9.5,1.45,-35.17,5e-08,0.0005,None,0.0,None,1.7e-20
197,ZnO,HE,0.12,0.01,0.35,1e-05,0.0125,3.0,8.0,5.0,NaCl,5610,9.5,1.45,-53.94,5e-08,0.000235,None,0.0,None,6.95e-21
198,ZnO,HE,0.12,0.01,0.35,1e-05,0.0125,3.0,8.0,5.0,NaCl,5610,9.5,21.0,-33.2,7.2e-08,0.000235,None,0.0,None,1e-20
199,ZnO,EXP,0.12,0.01,0.4,1e-05,0.0125,3.0,8.0,5.0,NaCl,5610,9.5,21.0,-35.17,7.2e-08,0.0005,None,0.0,None,1.7e-20
200,ZnO,HE,0.12,0.01,0.35,1e-05,0.0125,3.0,8.0,5.0,NaCl,5610,9.5,21.0,-53.94,7.2e-08,0.000235,None,0.0,None,6.95e-21
201,ZnO,HE,0.2,0.04,0.42,9.25928e-05,0.005,3.0,8.0,0.1,NaCl,5610,9.5,-38.6,-76.9,3.171e-07,0.00051,None,0.0,None,6.96e-21
202,ZnO,HE,0.2,0.04,0.42,9.25928e-05,0.005,3.0,8.0,0.5,NaCl,5610,9.5,-36.7,-75.2,3.256e-07,0.00051,None,0.0,None,6.96e-21
203,ZnO,HE,0.2,0.04,0.42,9.25928e-05,0.005,3.0,8.0,1.0,NaCl,5610,9.5,-35.2,-72.3,3.871e-07,0.00051,None,0.0,None,6.96e-21
204,ZnO,HE,0.2,0.04,0.42,9.25928e-05,0.005,3.0,8.0,5.0,NaCl,5610,9.5,-22.3,-67.6,4.832e-07,0.00051,None,0.0,None,6.96e-21
205,ZnO,HE,0.2,0.04,0.42,9.25928e-05,0.005,3.0,8.0,0.5,CaCl2,5610,9.5,-25.0,-54.8,3.483e-07,0.00051,None,0.0,None,6.96e-21
206,ZnO,HE,0.2,0.04,0.42,9.25928e-05,0.005,3.0,8.0,0.1,CaCl2,5610,9.5,-17.9,-50.2,4.242e-07,0.00051,None,0.0,None,6.96e-21
207,ZnO,HE,0.2,0.04,0.42,9.25928e-05,0.005,3.0,8.0,0.3,CaCl2,5610,9.5,-13.9,-47.0,4.367e-07,0.00051,None,0.0,None,6.96e-21
208,ZnO,HE,0.2,0.04,0.42,9.25928e-05,0.005,3.0,8.0,0.5,CaCl2,5610,9.5,-10.9,-40.7,4.572e-07,0.00051,None,0.0,None,6.96e-21
209,ZnO,HE,0.2,0.04,0.42,4.62964e-05,0.005,3.0,8.0,0.1,NaCl,5610,9.5,-38.6,-76.9,3.171e-07,0.00051,None,0.0,None,6.96e-21
210,ZnO,HE,0.2,0.04,0.42,4.62964e-05,0.005,3.0,8.0,0.5,NaCl,5610,9.5,-36.7,-75.2,3.256e-07,0.00051,None,0.0,None,6.96e-21
211,ZnO,HE,0.2,0.04,0.42,4.62964e-05,0.005,3.0,8.0,1.0,NaCl,5610,9.5,-35.2,-72.3,3.871e-07,0.00051,None,0.0,None,6.96e-21
212,ZnO,HE,0.2,0.04,0.42,4.62964e-05,0.005,3.0,8.0,5.0,NaCl,5610,9.5,-22.3,-67.6,4.832e-07,0.00051,None,0.0,None,6.96e-21
213,ZnO,HE,0.2,0.04,0.42,4.62964e-05,0.005,3.0,8.0,0.5,CaCl2,5610,9.5,-25.0,-54.8,3.483e-07,0.00051,None,0.0,None,6.96e-21
214,ZnO,HE,0.2,0.04,0.42,4.62964e-05,0.005,3.0,8.0,0.1,CaCl2,5610,9.5,-17.9,-50.2,4.242e-07,0.00051,None,0.0,None,6.96e-21
215,ZnO,HE,0.2,0.04,0.42,4.62964e-05,0.005,3.0,8.0,0.3,CaCl2,5610,9.5,-13.9,-47.0,4.367e-07,0.00051,None,0.0,None,6.96e-21
216,ZnO,HE,0.2,0.04,0.42,4.62964e-05,0.005,3.0,8.0,0.5,CaCl2,5610,9.5,-10.9,-40.7,4.572e-07,0.00051,None,0.0,None,6.96e-21
217,nHAP,HE,0.2,0.026,0.385,7.5e-05,0.1,4.0,7.2,0.1,NaCl,3160,8.4,-61.0,-26.0,3.43e-07,0.0006,None,0.0,None,5.54e-21
218,nHAP,HE,0.2,0.026,0.385,7.5e-05,0.1,4.0,7.2,0.1,NaCl,3160,8.4,-62.1,-50.4,3.06e-07,0.0006,None,0.001,HA,2.94e-21
219,nHAP,HE,0.2,0.026,0.385,7.5e-05,0.1,4.0,7.2,0.1,NaCl,3160,8.4,-62.8,-56.0,3.01e-07,0.0006,None,0.005,HA,2.94e-21
220,nHAP,HE,0.2,0.026,0.385,7.5e-05,0.1,4.0,7.2,0.1,NaCl,3160,8.4,-63.2,-58.7,2.75e-07,0.0006,None,0.01,HA,2.94e-21
221,nHAP,HE,0.2,0.026,0.385,7.5e-05,0.1,4.0,7.2,0.1,NaCl,3160,8.4,-58.2,-58.7,2.75e-07,0.0006,FeOOH,0.01,HA,3.6e-20
222,nHAP,HE,0.2,0.026,0.385,7.5e-05,0.1,4.0,7.2,0.1,NaCl,3160,8.4,-51.1,-58.7,2.75e-07,0.0006,FeOOH,0.01,HA,3.6e-20
223,nHAP,HE,0.2,0.026,0.385,7.5e-05,0.1,4.0,7.2,0.1,NaCl,3160,8.4,-42.0,-58.7,2.75e-07,0.0006,FeOOH,0.01,HA,3.6e-20
224,nHAP,HE,0.2,0.026,0.385,7.5e-05,0.1,4.0,7.2,0.1,NaCl,3160,8.4,-34.5,-58.7,2.75e-07,0.0006,FeOOH,0.01,HA,3.6e-20
225,nHAP,HE,0.2,0.026,0.385,7.5e-05,0.1,4.0,7.2,0.1,NaCl,3160,8.4,-26.1,-58.7,2.75e-07,0.0006,FeOOH,0.01,HA,3.6e-20
226,nHAP,HE,0.2,0.026,0.385,7.5e-05,0.1,4.0,7.2,0.1,NaCl,3160,8.4,-5.4,-58.7,2.75e-07,0.0006,FeOOH,0.01,HA,3.6e-20
227,nHAP,HE,0.2,0.026,0.385,7.5e-05,0.1,4.0,6.0,0.1,NaCl,3160,8.4,-43.6,-37.8,2.75e-07,0.0006,FeOOH,0.01,HA,3.6e-20
228,nHAP,HE,0.2,0.026,0.385,7.5e-05,0.1,4.0,8.0,0.1,NaCl,3160,8.4,-56.4,-61.2,2.75e-07,0.0006,FeOOH,0.01,HA,3.6e-20
229,nHAP,HE,0.2,0.026,0.385,7.5e-05,0.1,4.0,10.5,0.1,NaCl,3160,8.4,-70.0,-72.0,2.75e-07,0.0006,FeOOH,0.01,HA,3.6e-20
230,QD,SIR,0.1,0.025,0.37,9.25928e-06,0.05,3.5,7.0,3.0,NaCl,4820,1.5,-45.8,-69.2,3.08e-08,0.000354,None,0.0,None,7.2e-21
231,QD,IRwD,0.1,0.025,0.38,9.25928e-06,0.05,3.5,7.0,3.0,NaCl,4820,1.5,-45.8,-69.2,3.08e-08,0.000163,None,0.0,None,7.2e-21
235,QD,IRwD,0.1,0.025,0.37,8.912057e-05,0.05,3.5,7.0,3.0,NaCl,4820,1.5,-45.8,-69.2,3.08e-08,0.000354,None,0.0,None,7.2e-21
236,QD,IRwD,0.1,0.025,0.39,8.449093e-05,0.05,3.5,7.0,3.0,NaCl,4820,1.5,-45.8,-69.2,3.08e-08,0.000163,None,0.0,None,7.2e-21
237,QD,SIR,0.1,0.025,0.39,8.449093e-05,0.05,3.5,7.0,3.0,NaCl,4820,1.5,-45.8,-69.2,3.08e-08,0.000125,None,0.0,None,7.2e-21
