NMId,ConcIn,Coating,ConcHA,TypeNOM,N_r,N_a,N_g,N_Pe,N_Lo,N_Dl,M_inj,N_as,N_Z1,N_Z2,N_CA
ZnO,5.0,None,0.0,None,0.000947058823529,3.41651394526e-05,7.98204023119e-06,46689.4118365,0.281637049703,994.550173258,12.6669015793,33.6391419474,581.909649414,0.595012877315,5.0
ZnO,5.0,None,0.0,None,0.0011431372549,2.34498651553e-05,1.1629385321e-05,56355.9567302,0.281637049703,1697.70848499,12.6669015793,33.6391419474,558.966009164,0.493343914294,5.0
ZnO,5.0,None,0.0,None,0.00118235294118,2.19201153375e-05,1.24409709263e-05,58289.2657089,0.281637049703,877.974456645,12.6669015793,33.6391419474,546.682381634,0.420663103399,5.0
ZnO,5.0,None,0.0,None,0.00083137254902,4.43603957895e-05,6.15107983918e-06,40986.1503492,0.281799003153,151.218891644,12.6669015793,33.6391419474,286.355971311,0.632702564734,5.0
ZnO,5.0,None,1.0,Alg,0.000594117647059,1.92199985132e-05,3.14126740475e-06,29289.6310279,0.0623520782839,108.064443793,12.6669015793,33.6391419474,238.035188572,0.850837156935,5.0
ZnO,5.0,None,1.0,SRHA,0.00056862745098,2.09817936206e-05,2.87750208301e-06,28032.9801917,0.0623520782839,103.428015511,12.6669015793,33.6391419474,234.17713795,0.875048583711,5.0
ZnO,5.0,None,0.0,None,0.000856862745098,4.17603616999e-05,6.53405107361e-06,42242.8011854,0.281799003153,269.949332741,12.6669015793,33.6391419474,252.284467182,0.572972438675,5.0
ZnO,5.0,None,1.0,Alg,0.000611764705882,1.81271454172e-05,3.33064878441e-06,30159.6200683,0.0623520782839,192.732704383,12.6669015793,33.6391419474,190.651820081,0.694941634241,5.0
ZnO,5.0,None,1.0,SRHA,0.000627450980392,1.72321176123e-05,3.50364106183e-06,30932.9436598,0.0623520782839,197.674568598,12.6669015793,33.6391419474,182.773903508,0.543915810858,5.0
ZnO,5.0,None,0.0,None,0.000896078431373,3.81851697325e-05,7.14581964964e-06,44176.1101642,0.281799003153,364.452888179,12.6669015793,33.6391419474,198.076194367,0.576038180921,5.0
ZnO,5.0,None,1.0,Alg,0.000598039215686,1.89687594033e-05,3.18287314236e-06,29482.9619257,0.0623520782839,243.234422089,12.6669015793,33.6391419474,150.603548781,0.803518976858,5.0
ZnO,5.0,None,1.0,SRHA,0.000613725490196,1.80115020414e-05,3.35203331237e-06,30256.2855172,0.0623520782839,249.614341357,12.6669015793,33.6391419474,139.14188729,0.635648383387,5.0
ZnO,5.0,None,0.0,None,0.000994117647059,3.10249583288e-05,8.79499444632e-06,49009.382611,0.281799003153,571.80526953,12.6669015793,33.6391419474,150.931330865,0.532251365771,5.0
ZnO,5.0,None,1.0,Alg,0.000652941176471,1.59129295376e-05,3.79409427447e-06,32189.594496,0.0623520782839,375.564407798,12.6669015793,33.6391419474,101.818086707,0.602818128091,5.0
ZnO,5.0,None,1.0,SRHA,0.000629411764706,1.7124919629e-05,3.52557303372e-06,31029.6091087,0.0623520782839,362.030555265,12.6669015793,33.6391419474,97.6337828491,0.590051672517,5.0
ZnO,5.0,None,0.0,None,0.0011431372549,2.34633498391e-05,1.1629385321e-05,56355.9567302,0.281799003153,1200.46118221,12.6669015793,33.6391419474,573.687314137,0.569699898516,5.0
ZnO,5.0,None,1.0,SRHA,0.000586274509804,1.97376857473e-05,3.0588770954e-06,28902.9692321,0.0623520782839,615.673916779,12.6669015793,33.6391419474,320.613428966,0.740644817952,5.0
ZnO,5.0,None,1.0,Alg,0.000625490196078,1.73403253063e-05,3.48177752044e-06,30836.2782109,0.0623520782839,656.85611857,12.6669015793,33.6391419474,336.823358396,0.716209125895,5.0
ZnO,5.0,None,0.0,None,0.000758823529412,5.32482323676e-05,5.12438299014e-06,37409.5287386,0.281799003153,251.994192255,12.6669015793,33.6391419474,595.006990058,0.787142011002,5.0
ZnO,5.0,None,1.0,SRHA,0.000562745098039,2.1422729953e-05,2.81827549436e-06,27742.9838449,0.0623520782839,186.879413894,12.6669015793,33.6391419474,560.885476205,0.962313459166,5.0
ZnO,5.0,None,1.0,Alg,0.000586274509804,1.97376857473e-05,3.0588770954e-06,28902.9692321,0.0623520782839,194.693187298,12.6669015793,33.6391419474,566.080552843,0.949765025909,5.0
ZnO,5.0,None,0.0,None,0.00118235294118,2.19327203492e-05,1.24409709263e-05,58289.2657089,0.281799003153,1755.94891329,12.6669015793,33.6391419474,554.883377241,0.476768522394,5.0
ZnO,5.0,None,1.0,SRHA,0.00061568627451,1.78969617783e-05,3.37348627083e-06,30352.9509662,0.0623520782839,914.374724334,12.6669015793,33.6391419474,305.33938969,0.62809735487,5.0
ZnO,5.0,None,1.0,Alg,0.000629411764706,1.7124919629e-05,3.52557303372e-06,31029.6091087,0.0623520782839,934.758874239,12.6669015793,33.6391419474,307.139497241,0.590386115929,5.0
ZnO,5.0,None,0.0,None,0.000947058823529,3.41847858813e-05,7.98204023119e-06,46689.4118365,0.281799003153,703.253171741,12.6669015793,33.6391419474,598.309072734,0.656556330796,5.0
ZnO,5.0,None,1.0,SRHA,0.000566666666667,2.11272475604e-05,2.8576914563e-06,27936.3147428,0.0623520782839,420.787094478,12.6669015793,33.6391419474,397.227242343,0.813894270689,5.0
ZnO,5.0,None,1.0,Alg,0.000592156862745,1.93474940079e-05,3.12056718168e-06,29192.9655789,0.0623520782839,439.715233676,12.6669015793,33.6391419474,400.748775288,0.770356566923,5.0
CuO,9.62,None,1.0,TRIZMA,0.001171875,4.5169559555e-05,1.88170793679e-06,41029.0854794,0.40488362522,0.3,2.09936929076,29.91460245,241.177947728,0.142034951766,20.0
CuO,8.65,None,1.0,TRIZMA,0.001171875,4.5169559555e-05,1.88170793679e-06,41029.0854794,0.40488362522,649.346541472,2.09936929076,29.91460245,215.457670482,0.993590592473,20.0
CuO,8.57,None,1.0,TRIZMA,0.001171875,4.5169559555e-05,1.88170793679e-06,41029.0854794,0.40488362522,0.3,2.09936929076,29.91460245,197.277698398,0.589364679339,20.0
CuO,4.32,None,10.0,SRHA,0.001171875,4.5169559555e-05,1.88170793679e-06,41029.0854794,0.40488362522,0.3,2.09936929076,29.91460245,153.09281235,0.938380896913,20.0
CuO,5.57,None,1.0,SRHA,0.001171875,4.5169559555e-05,1.88170793679e-06,41029.0854794,0.40488362522,0.3,2.09936929076,29.91460245,122.492082473,0.992866501674,20.0
CuO,4.41,None,1.0,SRHA,0.001171875,4.5169559555e-05,1.88170793679e-06,41029.0854794,0.40488362522,0.3,2.09936929076,29.91460245,105.954848872,0.955830376798,20.0
CuO,11.2,None,5.0,SRHA,0.001171875,4.5169559555e-05,1.88170793679e-06,41029.0854794,0.40488362522,0.3,2.09936929076,29.91460245,134.860055791,0.955232090721,20.0
CuO,7.45,None,1.0,SRHA,0.001171875,4.5169559555e-05,1.88170793679e-06,41029.0854794,0.40488362522,0.3,2.09936929076,29.91460245,112.7740325,0.97646441199,20.0
CuO,4.98,None,1.0,FA,0.001171875,4.5169559555e-05,1.88170793679e-06,41029.0854794,0.40488362522,0.3,2.09936929076,29.91460245,119.019006627,0.988397180803,20.0
ZnO,5.035,None,0.0,None,0.00056640625,0.00101252037078,7.05622865505e-07,7157.29602252,0.765230051666,0.0417263117891,2.79915905435,29.91460245,74.6412908047,-0.833256351039,20.0
ZnO,8.19,None,1.0,FA,0.00056640625,0.00101252037078,7.05622865505e-07,7157.29602252,0.765230051666,0.0343346859185,2.79915905435,29.91460245,59.8157721572,0.979250481274,20.0
ZnO,8.61,None,1.0,HA,0.00056640625,0.00101252037078,7.05622865505e-07,7157.29602252,0.765230051666,0.0401314605128,2.79915905435,29.91460245,64.3666499338,0.99305830807,20.0
ZnO,8.17,None,1.0,HA,0.00056640625,0.00101252037078,7.05622865505e-07,7157.29602252,0.765230051666,0.0340796045542,2.79915905435,29.91460245,59.8757610006,0.990787231102,20.0
ZnO,7.405,None,1.0,FA,0.00056640625,0.00101252037078,7.05622865505e-07,7157.29602252,0.765230051666,0.0376080696115,2.79915905435,29.91460245,51.1370413793,0.944169897185,20.0
ZnO,6.61,None,0.768496,Citric,0.00056640625,0.00101252037078,7.05622865505e-07,7157.29602252,0.765230051666,0.0357169324959,2.79915905435,29.91460245,79.8061923176,0.560391565614,20.0
ZnO,4.66,None,0.7202792,Oxalic,0.00056640625,0.00101252037078,7.05622865505e-07,7157.29602252,0.765230051666,0.0443283731047,2.79915905435,29.91460245,73.3084352377,-0.626005248455,20.0
ZnO,4.33,None,0.7364064,Formic,0.00056640625,0.00101252037078,7.05622865505e-07,7157.29602252,0.765230051666,0.0409149628343,2.79915905435,29.91460245,81.6379206227,-0.850739461304,20.0
MWCNT,1.0,None,0.0,None,0.000791666666667,0.000121534450117,7.64207733362e-08,22120.925756,0.396785952716,4.80119259829,2.51924314891,28.248438455,277.063811216,0.178053155063,4.0
MWCNT,0.005,None,0.0,None,0.000542857142857,0.000119023407759,7.48418317384e-08,32940.2674319,0.396785952716,4.80119259829,3.35899086522,29.91460245,277.063811216,0.178053155063,4.0
MWCNT,0.01,None,0.0,None,0.000542857142857,0.000103984349017,6.53852826018e-08,37704.3556969,0.396785952716,4.80119259829,2.41745554694,43.072155102,277.063811216,0.178053155063,4.0
MWCNT,0.005,None,0.0,None,0.000542857142857,0.000112955547756,7.10263658066e-08,34709.7859304,0.396785952716,4.80119259829,3.28265016374,31.7072905902,277.063811216,0.178053155063,4.0
MWCNT,1.0,None,0.0,None,7.42998352554e-05,0.00214795365909,4.2877425301e-09,13336.206129,0.396785952716,1.13965150623,3.74578375273,26.6975437361,65.7661993992,0.178053155063,4.0
Ag,1.0,None,0.0,None,7.42998352554e-05,0.00105666731288,1.13506449603e-07,6556.03410545,0.0959574191771,25.5122151867,2.70062865564,38.9324258825,35.500772443,0.561527935939,4.0
Ag,10.0,None,0.0,None,7.42998352554e-05,0.00105666731288,1.13506449603e-07,6556.03410545,0.0959574191771,25.5122151867,2.70347870849,34.6616324643,35.500772443,0.561527935939,4.0
Ag,5.0,None,0.0,None,7.42998352554e-05,0.00105666731288,1.13506449603e-07,6556.03410545,0.0959574191771,25.5122151867,2.69642991705,31.8939917876,35.500772443,0.561527935939,4.0
Ag,10.0,None,0.0,None,7.42998352554e-05,0.00105666731288,1.13506449603e-07,6556.03410545,0.0959574191771,25.5122151867,2.70174831926,34.0434335061,35.500772443,0.561527935939,4.0
Ag,10.0,None,0.0,None,7.94069192751e-05,0.000925118317983,1.29646719522e-07,7006.67059607,0.0959574191771,43.1110569031,2.69543748793,40.9342259669,35.8184900491,0.265885115873,4.0
Ag,10.0,None,0.0,None,0.0001,0.000583329546578,2.05610286329e-07,8823.75321953,0.0959574191771,76.7795072736,2.69709153647,37.283851866,44.2837097624,0.115346132913,4.0
Ag,10.0,None,0.0,None,7.42998352554e-05,0.0247260151214,2.6560509207e-06,280.172397669,0.0959574191771,25.5122151867,2.69472497472,32.2716191467,35.500772443,0.561527935939,4.0
Ag,10.0,None,0.0,None,7.42998352554e-05,0.00530601182862,5.69968008735e-07,1305.60337314,0.0959574191771,25.5122151867,2.70017061143,39.6678707703,35.500772443,0.561527935939,4.0
Ag,10.0,None,0.0,None,0.0001,0.000583329546578,2.05610286329e-07,8823.75321953,0.0959574191771,76.7795072736,2.69833843459,35.5085180534,44.2837097624,0.115346132913,4.0
Ag,10.0,None,0.0,None,0.0001,0.000583329546578,2.05610286329e-07,8823.75321953,0.0959574191771,76.7795072736,2.70103580604,32.0820967666,44.2837097624,0.115346132913,4.0
Ag,10.0,None,0.0,None,0.0001,0.000583329546578,2.05610286329e-07,8823.75321953,0.0959574191771,76.7795072736,2.69709153647,37.283851866,44.2837097624,0.115346132913,4.0
CeO,35.1,None,0.0,None,0.000716363636364,0.000485269288984,3.24662141567e-06,5666.4352385,0.367229448075,112.505593917,4.27428406736,41.1937845266,97.1551679369,-0.999517881765,6.0
CeO,43.9,None,0.0,None,0.00796363636364,3.92669373787e-06,0.000401224483282,62992.3511285,0.367229448075,1250.69670395,4.27428406736,41.1937845266,1181.00021771,-0.540005731796,6.0
CeO,37.2,None,0.0,None,0.00225090909091,4.91511814516e-05,3.20538717372e-05,17804.6873738,0.367229448075,353.507424541,4.27428406736,41.1937845266,591.010796281,0.880563600549,6.0
FeOx,7.5,None,0.0,None,0.000551546391753,0.00125559308084,1.42142385834e-07,6585.78146148,0.850255612962,45.2892154397,2.91845412386,28.248438455,50.8416266408,0.99871897518,7.0
FeOx,7.5,None,0.0,None,0.000551546391753,0.00125559308084,1.42142385834e-07,6585.78146148,0.850255612962,58.4681257202,2.91845412386,28.248438455,43.425526678,0.998101822017,7.0
FeOx,7.5,None,0.0,None,0.000551546391753,0.00125559308084,1.42142385834e-07,6585.78146148,0.850255612962,82.68641636,2.91845412386,28.248438455,31.3608168173,0.979718986274,7.0
FeOx,7.5,None,0.0,None,0.000551546391753,0.000835265783389,9.45582395036e-08,9899.91664855,0.850255612962,82.68641636,2.91845412386,28.248438455,31.3608168173,0.979718986274,7.0
C60,2.44,None,0.0,None,0.000263888888889,0.0017090609805,8.61478466547e-08,2268.09491928,0.190700187479,126.567338179,2.09848571783,43.072155102,81.2310165118,0.731047408244,6.0
C60,1.34,None,0.0,None,0.000263888888889,0.0017090609805,8.61478466547e-08,2268.09491928,0.190700187479,126.567338179,2.09848571783,43.072155102,81.2310165118,0.731047408244,6.0
C60,1.34,None,0.0,None,0.000263888888889,0.0017090609805,8.61478466547e-08,2268.09491928,0.190700187479,126.567338179,2.09848571783,43.072155102,81.2310165118,0.731047408244,6.0
C60,2.25,None,0.0,None,0.000263888888889,0.0017523283471,8.83288047979e-08,2212.0925756,0.190700187479,126.567338179,3.10575886238,45.9547236374,33.2316199005,0.974707893503,6.0
C60,1.34,None,0.0,None,0.000263888888889,0.0017523283471,8.83288047979e-08,2212.0925756,0.190700187479,126.567338179,2.04326240946,45.9547236374,33.2316199005,0.974707893503,6.0
HAP,200.0,None,0.0,None,0.000166666666667,0.000635349074219,9.05390476229e-08,20509.6302534,0.40488362522,0.1,4.14124743596,37.9790961239,217.442556985,0.92263011254,7.69230769231
HAP,200.0,None,0.0,None,0.00017,0.000610677695328,9.41968251469e-08,20919.8228585,0.40488362522,23.9350520256,4.14124743596,37.9790961239,152.305581825,0.795918497334,7.69230769231
HAP,200.0,None,0.0,None,0.00018,0.000544709425771,1.05604745147e-07,22150.4006737,0.40488362522,80.1415909224,4.14124743596,37.9790961239,90.0303431731,0.899189960068,7.69230769231
HAP,200.0,None,0.0,None,0.000198333333333,0.000448661163914,1.28212345339e-07,24406.4600016,0.40488362522,197.454105279,4.14124743596,37.9790961239,45.2929776141,0.98572667613,7.69230769231
